OD.plate,OD.row,OD.col,OD600.raw,OD750.raw,Blankstart.600,Blankstart.750,Blankend.600,Blankend.750,note
7.1.2,C,8,0.083,0.076,0.039,0.039,0.039,0.039,
7.1.2,D,8,0.053,0.045,0.039,0.039,0.038,0.039,
7.1.2,E,8,0.045,0.044,0.042,0.043,0.04,0.041,
7.1.2,F,8,0.044,0.043,0.041,0.042,0.04,0.04,
7.1.2,G,8,0.048,0.046,0.041,0.042,0.041,0.041,
7.1.2,H,8,0.05,0.045,0.043,0.042,0.042,0.041,
7.1.2,A,9,0.045,0.043,0.041,0.041,0.041,0.041,
7.1.2,B,9,0.043,0.04,0.04,0.039,0.039,0.039,
7.1.2,C,9,0.052,0.053,0.04,0.04,0.04,0.039,
7.1.2,D,9,0.059,0.059,0.041,0.041,0.04,0.04,
7.1.2,E,9,0.05,0.048,0.04,0.044,0.04,0.043,
7.1.2,F,9,0.057,0.048,0.04,0.039,0.04,0.039,
7.1.2,G,9,0.058,0.051,0.04,0.042,0.039,0.042,
7.1.2,H,9,0.06,0.049,0.042,0.041,0.041,0.04,
7.1.2,A,10,0.15,0.125,0.04,0.041,0.041,0.04,
7.1.2,B,10,0.158,0.132,0.039,0.04,0.039,0.039,
7.1.2,C,10,0.15,0.118,0.04,0.039,0.039,0.039,
7.1.2,D,10,0.07,0.059,0.043,0.04,0.041,0.039,
7.1.2,E,10,0.044,0.044,0.042,0.043,0.041,0.042,
7.1.2,F,10,0.042,0.039,0.038,0.037,0.04,0.038,
7.1.2,G,10,0.045,0.043,0.042,0.041,0.041,0.04,
7.1.2,H,10,0.059,0.05,0.042,0.04,0.041,0.04,
7.1.2,A,11,0.061,0.043,0.041,0.042,0.041,0.042,
7.1.2,B,11,0.043,0.041,0.044,0.044,0.039,0.04,
7.1.2,C,11,0.051,0.044,0.041,0.04,0.04,0.04,
7.1.2,D,11,0.052,0.045,0.04,0.039,0.039,0.038,
7.1.2,E,11,0.05,0.046,0.041,0.041,0.04,0.041,
7.1.2,F,11,0.05,0.048,0.043,0.045,0.042,0.044,
7.1.2,G,11,0.046,0.042,0.039,0.04,0.039,0.039,
7.1.2,H,11,0.048,0.042,0.041,0.041,0.04,0.04,
7.1.2,A,12,0.071,0.057,0.042,0.041,0.041,0.041,
7.1.2,B,12,0.058,0.049,0.039,0.039,0.039,0.038,
7.1.2,C,12,0.056,0.047,0.039,0.039,0.039,0.039,
7.1.2,D,12,0.056,0.046,0.04,0.039,0.039,0.039,
7.1.2,E,12,0.058,0.048,0.041,0.041,0.04,0.04,
7.1.2,F,12,0.055,0.047,0.041,0.041,0.041,0.04,
7.1.2,G,12,0.066,0.052,0.04,0.039,0.04,0.039,
7.1.2,H,12,0.063,0.05,0.041,0.041,0.041,0.04,
8.1.2,A,1,0.06,0.05,0.04,0.04,0.041,0.04,
8.1.2,B,1,0.06,0.05,0.04,0.04,0.038,0.039,
8.1.2,C,1,0.224,0.188,0.039,0.039,0.039,0.039,
8.1.2,D,1,0.176,0.155,0.039,0.039,0.039,0.038,
8.1.2,E,1,0.051,0.046,0.041,0.042,0.04,0.04,
8.1.2,F,1,0.055,0.048,0.041,0.041,0.04,0.04,
8.1.2,G,1,0.136,0.113,0.04,0.04,0.039,0.039,
8.1.2,H,1,0.05,0.043,0.042,0.042,0.041,0.04,
8.1.2,A,2,0.041,0.041,0.04,0.041,0.04,0.041,
8.1.2,B,2,0.04,0.04,0.039,0.04,0.038,0.039,
8.1.2,C,2,0.07,0.044,0.04,0.039,0.039,0.038,
8.1.2,D,2,0.04,0.04,0.039,0.04,0.038,0.039,
8.1.2,E,2,0.088,0.084,0.04,0.042,0.039,0.041,
8.1.2,F,2,0.043,0.042,0.04,0.042,0.039,0.041,
8.1.2,G,2,0.299,0.293,0.04,0.039,0.039,0.039,
8.1.2,H,2,0.041,0.04,0.04,0.04,0.039,0.038,
8.1.2,A,3,0.069,0.058,0.042,0.042,0.041,0.041,
8.1.2,B,3,0.083,0.073,0.039,0.042,0.039,0.041,
8.1.2,C,3,0.051,0.043,0.04,0.039,0.04,0.038,
8.1.2,D,3,0.051,0.042,0.042,0.04,0.041,0.039,
8.1.2,E,3,0.05,0.045,0.041,0.04,0.041,0.039,
8.1.2,F,3,0.068,0.054,0.047,0.045,0.041,0.039,
8.1.2,G,3,0.052,0.045,0.041,0.041,0.04,0.04,
8.1.2,H,3,0.047,0.042,0.04,0.04,0.045,0.044,
8.1.2,A,4,0.054,0.047,0.041,0.041,0.041,0.041,
8.1.2,B,4,0.055,0.05,0.04,0.042,0.039,0.042,
8.1.2,C,4,0.058,0.047,0.04,0.039,0.04,0.039,
8.1.2,D,4,0.066,0.052,0.042,0.042,0.041,0.041,
8.1.2,E,4,0.06,0.056,0.04,0.043,0.039,0.043,
8.1.2,F,4,0.066,0.06,0.04,0.042,0.039,0.041,
8.1.2,G,4,0.048,0.045,0.039,0.041,0.039,0.04,
8.1.2,H,4,0.045,0.041,0.04,0.039,0.04,0.039,
8.1.2,A,5,0.049,0.055,0.041,0.041,0.04,0.04,
8.1.2,B,5,0.043,0.042,0.039,0.041,0.039,0.04,
8.1.2,C,5,0.102,0.08,0.041,0.039,0.042,0.04,
8.1.2,D,5,0.041,0.047,0.04,0.041,0.039,0.04,
8.1.2,E,5,0.048,0.046,0.04,0.043,0.039,0.042,
8.1.2,F,5,0.051,0.043,0.041,0.041,0.041,0.04,
8.1.2,G,5,0.053,0.053,0.039,0.043,0.039,0.042,
8.1.2,H,5,0.045,0.043,0.042,0.041,0.042,0.041,
8.1.2,A,6,0.295,0.303,0.039,0.039,0.039,0.039,
8.1.2,B,6,0.224,0.245,0.039,0.039,0.038,0.038,
8.1.2,C,6,0.05,0.043,0.041,0.04,0.041,0.039,
8.1.2,D,6,0.05,0.044,0.04,0.04,0.039,0.039,
8.1.2,E,6,0.053,0.049,0.04,0.04,0.04,0.039,
8.1.2,F,6,0.051,0.047,0.04,0.04,0.039,0.039,
8.1.2,G,6,0.08,0.072,0.041,0.042,0.04,0.041,
8.1.2,H,6,0.15,0.137,0.042,0.041,0.042,0.041,
8.1.2,A,7,0.055,0.046,0.04,0.041,0.04,0.04,
8.1.2,B,7,0.113,0.09,0.039,0.039,0.039,0.039,
8.1.2,C,7,0.059,0.046,0.04,0.039,0.039,0.039,
8.1.2,D,7,0.058,0.046,0.04,0.04,0.039,0.039,
8.1.2,E,7,0.068,0.055,0.04,0.04,0.04,0.039,
8.1.2,F,7,0.067,0.053,0.04,0.04,0.039,0.039,
8.1.2,G,7,0.052,0.048,0.046,0.046,0.045,0.044,
8.1.2,H,7,0.055,0.052,0.047,0.049,0.047,0.049,
8.1.2,A,8,0.064,0.054,0.04,0.04,0.04,0.04,
8.1.2,B,8,0.08,0.058,0.04,0.039,0.039,0.038,
8.1.2,C,8,0.136,0.115,0.039,0.039,0.039,0.039,
8.1.2,D,8,0.045,0.044,0.039,0.039,0.038,0.039,
8.1.2,E,8,0.141,0.115,0.042,0.043,0.04,0.041,
8.1.2,F,8,0.206,0.171,0.041,0.042,0.04,0.04,
8.1.2,G,8,0.043,0.043,0.041,0.042,0.041,0.041,
8.1.2,H,8,0.07,0.062,0.043,0.042,0.042,0.041,
8.1.2,A,9,0.066,0.129,0.041,0.041,0.041,0.041,
8.1.2,B,9,0.197,0.169,0.04,0.039,0.039,0.039,
8.1.2,C,9,0.05,0.044,0.04,0.04,0.04,0.039,
8.1.2,D,9,0.063,0.053,0.041,0.041,0.04,0.04,
8.1.2,E,9,0.057,0.053,0.04,0.044,0.04,0.043,
8.1.2,F,9,0.05,0.044,0.04,0.039,0.04,0.039,
8.1.2,G,9,0.048,0.048,0.04,0.042,0.039,0.042,
8.1.2,H,9,0.059,0.057,0.042,0.041,0.041,0.04,
8.1.2,A,10,0.052,0.047,0.04,0.041,0.041,0.04,
8.1.2,B,10,0.049,0.044,0.039,0.04,0.039,0.039,
8.1.2,C,10,0.052,0.044,0.04,0.039,0.039,0.039,
8.1.2,D,10,0.054,0.057,0.043,0.04,0.041,0.039,
8.1.2,E,10,0.051,0.047,0.042,0.043,0.041,0.042,
8.1.2,F,10,0.049,0.043,0.038,0.037,0.04,0.038,
8.1.2,G,10,0.079,0.071,0.042,0.041,0.041,0.04,
8.1.2,H,10,0.048,0.045,0.042,0.04,0.041,0.04,
8.1.2,A,11,0.083,0.09,0.041,0.042,0.041,0.042,
8.1.2,B,11,0.064,0.057,0.044,0.044,0.039,0.04,
8.1.2,C,11,0.046,0.045,0.041,0.04,0.04,0.04,
8.1.2,D,11,0.044,0.041,0.04,0.039,0.039,0.038,
8.1.2,E,11,0.043,0.049,0.041,0.041,0.04,0.041,
8.1.2,F,11,0.046,0.046,0.043,0.045,0.042,0.044,
8.1.2,G,11,0.05,0.049,0.039,0.04,0.039,0.039,
8.1.2,H,11,0.047,0.043,0.041,0.041,0.04,0.04,
8.1.2,A,12,0.051,0.06,0.042,0.041,0.041,0.041,
8.1.2,B,12,0.041,0.04,0.039,0.039,0.039,0.038,
8.1.2,C,12,0.04,0.039,0.039,0.039,0.039,0.039,
8.1.2,D,12,0.04,0.039,0.04,0.039,0.039,0.039,
8.1.2,E,12,0.138,0.109,0.041,0.041,0.04,0.04,
8.1.2,F,12,0.061,0.057,0.041,0.041,0.041,0.04,
8.1.2,G,12,0.049,0.044,0.04,0.039,0.04,0.039,
8.1.2,H,12,0.056,0.053,0.041,0.041,0.041,0.04,
9.1.2,A,1,0.273,0.221,0.04,0.04,0.041,0.04,
9.1.2,B,1,0.218,0.165,0.04,0.04,0.038,0.039,
9.1.2,C,1,0.046,0.044,0.039,0.039,0.039,0.039,
9.1.2,D,1,0.117,0.144,0.039,0.039,0.039,0.038,
9.1.2,E,1,0.043,0.043,0.041,0.042,0.04,0.04,
9.1.2,F,1,0.658,0.603,0.041,0.041,0.04,0.04,
9.1.2,G,1,0.238,0.23,0.04,0.04,0.039,0.039,
9.1.2,H,1,0.27,0.264,0.042,0.042,0.041,0.04,
9.1.2,A,2,0.148,0.155,0.04,0.041,0.04,0.041,
9.1.2,B,2,0.157,0.143,0.039,0.04,0.038,0.039,
9.1.2,C,2,0.046,0.043,0.04,0.039,0.039,0.038,
9.1.2,D,2,0.041,0.04,0.039,0.04,0.038,0.039,
9.1.2,E,2,0.051,0.05,0.04,0.042,0.039,0.041,
9.1.2,F,2,0.053,0.069,0.04,0.042,0.039,0.041,
9.1.2,G,2,0.158,0.155,0.04,0.039,0.039,0.039,
9.1.2,H,2,0.135,0.152,0.04,0.04,0.039,0.038,
9.1.2,A,3,0.041,0.041,0.042,0.042,0.041,0.041,
9.1.2,B,3,0.112,0.104,0.039,0.042,0.039,0.041,
9.1.2,C,3,0.042,0.041,0.04,0.039,0.04,0.038,
9.1.2,D,3,0.094,0.092,0.042,0.04,0.041,0.039,
9.1.2,E,3,0.076,0.04,0.041,0.04,0.041,0.039,
9.1.2,F,3,0.043,0.04,0.047,0.045,0.041,0.039,
9.1.2,G,3,0.051,0.05,0.041,0.041,0.04,0.04,
9.1.2,H,3,0.16,0.151,0.04,0.04,0.045,0.044,
9.1.2,A,4,0.041,0.041,0.041,0.041,0.041,0.041,
9.1.2,B,4,0.04,0.042,0.04,0.042,0.039,0.042,
9.1.2,C,4,0.043,0.041,0.04,0.039,0.04,0.039,
9.1.2,D,4,0.112,0.107,0.042,0.042,0.041,0.041,
9.1.2,E,4,0.045,0.048,0.04,0.043,0.039,0.043,
9.1.2,F,4,0.042,0.043,0.04,0.042,0.039,0.041,
9.1.2,G,4,0.043,0.043,0.039,0.041,0.039,0.04,
9.1.2,H,4,0.043,0.041,0.04,0.039,0.04,0.039,
9.1.2,A,5,0.091,0.109,0.041,0.041,0.04,0.04,
9.1.2,B,5,0.072,0.092,0.039,0.041,0.039,0.04,
9.1.2,C,5,0.174,0.159,0.041,0.039,0.042,0.04,
9.1.2,D,5,0.185,0.168,0.04,0.041,0.039,0.04,
9.1.2,E,5,0.237,0.211,0.04,0.043,0.039,0.042,
9.1.2,F,5,0.245,0.213,0.041,0.041,0.041,0.04,
9.1.2,G,5,0.107,0.102,0.039,0.043,0.039,0.042,
9.1.2,H,5,0.045,0.044,0.042,0.041,0.042,0.041,
9.1.2,A,6,0.256,0.192,0.039,0.039,0.039,0.039,
9.1.2,B,6,0.246,0.221,0.039,0.039,0.038,0.038,
9.1.2,C,6,0.33,0.264,0.041,0.04,0.041,0.039,
9.1.2,D,6,0.099,0.093,0.04,0.04,0.039,0.039,
9.1.2,E,6,0.169,0.147,0.04,0.04,0.04,0.039,
9.1.2,F,6,0.297,0.285,0.04,0.04,0.039,0.039,
9.1.2,G,6,0.056,0.052,0.041,0.042,0.04,0.041,
9.1.2,H,6,0.05,0.048,0.042,0.041,0.042,0.041,
9.1.2,A,7,0.422,0.346,0.04,0.041,0.04,0.04,
9.1.2,B,7,0.325,0.304,0.039,0.039,0.039,0.039,
9.1.2,C,7,0.345,0.302,0.04,0.039,0.039,0.039,
9.1.2,D,7,0.386,0.355,0.04,0.04,0.039,0.039,
9.1.2,E,7,0.301,0.277,0.04,0.04,0.04,0.039,
9.1.2,F,7,0.267,0.215,0.04,0.04,0.039,0.039,
9.1.2,G,7,0.281,0.257,0.046,0.046,0.045,0.044,
9.1.2,H,7,0.091,0.116,0.047,0.049,0.047,0.049,
9.1.2,A,8,0.045,0.044,0.04,0.04,0.04,0.04,
9.1.2,B,8,0.047,0.044,0.04,0.039,0.039,0.038,
9.1.2,C,8,0.049,0.049,0.039,0.039,0.039,0.039,
9.1.2,D,8,0.05,0.052,0.039,0.039,0.038,0.039,
9.1.2,E,8,0.045,0.044,0.042,0.043,0.04,0.041,
9.1.2,F,8,0.046,0.043,0.041,0.042,0.04,0.04,
9.1.2,G,8,0.119,0.109,0.041,0.042,0.041,0.041,
9.1.2,H,8,0.294,0.249,0.043,0.042,0.042,0.041,
9.1.2,A,9,0.072,0.087,0.041,0.041,0.041,0.041,
9.1.2,B,9,0.077,0.069,0.04,0.039,0.039,0.039,
9.1.2,C,9,0.142,0.132,0.04,0.04,0.04,0.039,
9.1.2,D,9,0.12,0.118,0.041,0.041,0.04,0.04,
9.1.2,E,9,0.195,0.181,0.04,0.044,0.04,0.043,
9.1.2,F,9,0.09,0.072,0.04,0.039,0.04,0.039,
9.1.2,G,9,0.046,0.048,0.04,0.042,0.039,0.042,
9.1.2,H,9,0.047,0.051,0.042,0.041,0.041,0.04,
9.1.2,A,10,0.046,0.049,0.04,0.041,0.041,0.04,
9.1.2,B,10,0.045,0.045,0.039,0.04,0.039,0.039,
9.1.2,C,10,0.213,0.171,0.04,0.039,0.039,0.039,
9.1.2,D,10,0.191,0.224,0.043,0.04,0.041,0.039,
9.1.2,E,10,0.041,0.042,0.042,0.043,0.041,0.042,
9.1.2,F,10,0.042,0.04,0.038,0.037,0.04,0.038,
9.1.2,G,10,0.048,0.044,0.042,0.041,0.041,0.04,
9.1.2,H,10,0.057,0.051,0.042,0.04,0.041,0.04,
9.1.2,A,11,0.206,0.177,0.041,0.042,0.041,0.042,
9.1.2,B,11,0.103,0.134,0.044,0.044,0.039,0.04,
9.1.2,C,11,0.041,0.04,0.041,0.04,0.04,0.04,
9.1.2,D,11,0.041,0.039,0.04,0.039,0.039,0.038,
9.1.2,E,11,0.165,0.168,0.041,0.041,0.04,0.041,
9.1.2,F,11,0.184,0.167,0.043,0.045,0.042,0.044,
9.1.2,G,11,0.085,0.076,0.039,0.04,0.039,0.039,
9.1.2,H,11,0.04,0.041,0.041,0.041,0.04,0.04,
9.1.2,A,12,0.044,0.043,0.042,0.041,0.041,0.041,
9.1.2,B,12,0.045,0.049,0.039,0.039,0.039,0.038,
9.1.2,C,12,0.113,0.067,0.039,0.039,0.039,0.039,
9.1.2,D,12,0.048,0.044,0.04,0.039,0.039,0.039,
9.1.2,E,12,0.048,0.045,0.041,0.041,0.04,0.04,
9.1.2,F,12,0.048,0.045,0.041,0.041,0.041,0.04,
9.1.2,G,12,0.067,0.065,0.04,0.039,0.04,0.039,
9.1.2,H,12,0.113,0.102,0.041,0.041,0.041,0.04,
19.1.2,A,1,0.053,0.045,0.041,0.041,0.045,0.043,
19.1.2,B,1,0.052,0.044,0.039,0.039,0.039,0.039,
19.1.2,C,1,0.045,0.041,0.039,0.039,0.039,0.039,
19.1.2,D,1,0.046,0.042,0.04,0.04,0.039,0.039,
19.1.2,E,1,0.054,0.045,0.04,0.041,0.04,0.041,
19.1.2,F,1,0.054,0.045,0.041,0.041,0.04,0.04,
19.1.2,G,1,0.056,0.046,0.039,0.039,0.039,0.039,
19.1.2,H,1,0.055,0.045,0.04,0.039,0.041,0.04,
19.1.2,A,2,0.055,0.047,0.042,0.042,0.04,0.041,
19.1.2,B,2,0.058,0.049,0.039,0.04,0.038,0.04,
19.1.2,C,2,0.045,0.041,0.04,0.039,0.039,0.039,
19.1.2,D,2,0.045,0.042,0.039,0.04,0.039,0.039,
19.1.2,E,2,0.063,0.058,0.039,0.041,0.039,0.041,
19.1.2,F,2,0.067,0.062,0.04,0.041,0.039,0.042,
19.1.2,G,2,0.068,0.06,0.092,0.089,0.04,0.039,
19.1.2,H,2,0.047,0.042,0.065,0.063,0.04,0.039,
19.1.2,A,3,0.049,0.047,0.044,0.044,0.041,0.041,
19.1.2,B,3,0.041,0.042,0.041,0.043,0.039,0.042,
19.1.2,C,3,0.041,0.039,0.04,0.039,0.039,0.039,
19.1.2,D,3,0.042,0.039,0.042,0.039,0.041,0.039,
19.1.2,E,3,0.083,0.067,0.041,0.04,0.041,0.039,
19.1.2,F,3,0.051,0.044,0.04,0.038,0.041,0.039,
19.1.2,G,3,0.043,0.04,0.041,0.041,0.04,0.04,
19.1.2,H,3,0.042,0.039,0.04,0.039,0.039,0.039,
19.1.2,A,4,0.078,0.13,0.041,0.042,0.041,0.041,
19.1.2,B,4,0.211,0.166,0.041,0.043,0.04,0.042,
19.1.2,C,4,0.05,0.049,0.041,0.04,0.041,0.039,
19.1.2,D,4,0.071,0.065,0.042,0.042,0.042,0.041,
19.1.2,E,4,0.04,0.042,0.04,0.044,0.039,0.043,
19.1.2,F,4,0.229,0.194,0.04,0.042,0.039,0.041,
19.1.2,G,4,0.199,0.184,0.04,0.041,0.039,0.04,
19.1.2,H,4,0.09,0.091,0.041,0.04,0.041,0.04,
19.1.2,A,5,0.26,0.227,0.04,0.04,0.041,0.04,
19.1.2,B,5,0.043,0.044,0.04,0.041,0.039,0.04,
19.1.2,C,5,0.042,0.041,0.042,0.041,0.04,0.039,
19.1.2,D,5,0.041,0.041,0.04,0.04,0.039,0.04,
19.1.2,E,5,0.117,0.11,0.04,0.043,0.04,0.043,
19.1.2,F,5,0.042,0.041,0.043,0.041,0.041,0.04,
19.1.2,G,5,0.051,0.048,0.04,0.043,0.039,0.043,
19.1.2,H,5,0.14,0.113,0.042,0.041,0.043,0.042,
19.1.2,A,6,0.041,0.039,0.04,0.039,0.039,0.039,
19.1.2,B,6,0.04,0.039,0.039,0.042,0.039,0.038,
19.1.2,C,6,0.048,0.069,0.041,0.04,0.041,0.039,
19.1.2,D,6,0.042,0.041,0.04,0.041,0.039,0.039,
19.1.2,E,6,0.057,0.049,0.04,0.04,0.04,0.04,
19.1.2,F,6,0.049,0.041,0.041,0.04,0.04,0.04,
19.1.2,G,6,0.1,0.089,0.041,0.042,0.041,0.041,
19.1.2,H,6,0.04,0.041,0.041,0.04,0.042,0.04,
19.1.2,A,7,0.047,0.044,0.041,0.042,0.04,0.041,
19.1.2,B,7,0.044,0.042,0.04,0.04,0.039,0.039,
19.1.2,C,7,0.06,0.049,0.04,0.04,0.04,0.039,
19.1.2,D,7,0.052,0.044,0.04,0.039,0.04,0.039,
19.1.2,E,7,0.047,0.042,0.04,0.039,0.04,0.04,
19.1.2,F,7,0.049,0.043,0.04,0.04,0.039,0.039,
19.1.2,G,7,0.065,0.053,0.045,0.044,0.045,0.045,
19.1.2,H,7,0.06,0.053,0.046,0.048,0.047,0.049,
19.1.2,A,8,0.046,0.042,0.04,0.04,0.04,0.04,
19.1.2,B,8,0.044,0.04,0.039,0.039,0.039,0.038,
19.1.2,C,8,0.047,0.042,0.04,0.04,0.039,0.039,
19.1.2,D,8,0.043,0.042,0.039,0.039,0.039,0.039,
19.1.2,E,8,0.046,0.043,0.04,0.041,0.04,0.041,
19.1.2,F,8,0.047,0.044,0.042,0.042,0.041,0.041,
19.1.2,G,8,0.061,0.056,0.041,0.042,0.041,0.041,
19.1.2,H,8,0.059,0.051,0.043,0.041,0.043,0.041,
19.1.2,A,9,0.048,0.043,0.042,0.042,0.042,0.041,
19.1.2,B,9,0.041,0.039,0.04,0.04,0.039,0.039,
19.1.2,C,9,0.042,0.04,0.041,0.041,0.04,0.04,
19.1.2,D,9,0.043,0.04,0.041,0.042,0.041,0.041,
19.1.2,E,9,0.042,0.046,0.04,0.044,0.04,0.043,
19.1.2,F,9,0.041,0.04,0.041,0.04,0.04,0.039,
19.1.2,G,9,0.062,0.062,0.04,0.043,0.039,0.042,
19.1.2,H,9,0.044,0.044,0.041,0.04,0.042,0.041,
19.1.2,A,10,0.048,0.048,0.04,0.039,0.041,0.041,
19.1.2,B,10,0.041,0.04,0.04,0.041,0.039,0.04,
19.1.2,C,10,0.085,0.072,0.04,0.039,0.04,0.039,
19.1.2,D,10,0.11,0.104,0.041,0.04,0.041,0.04,
19.1.2,E,10,0.041,0.042,0.04,0.041,0.041,0.042,
19.1.2,F,10,0.121,0.114,0.041,0.039,0.041,0.04,
19.1.2,G,10,0.058,0.059,0.042,0.041,0.041,0.04,
19.1.2,H,10,0.041,0.039,0.041,0.039,0.042,0.04,
19.1.2,A,11,0.042,0.042,0.043,0.043,0.041,0.042,
19.1.2,B,11,0.043,0.042,0.04,0.04,0.04,0.04,
19.1.2,C,11,0.043,0.042,0.04,0.04,0.04,0.04,
19.1.2,D,11,0.04,0.039,0.04,0.04,0.039,0.039,
19.1.2,E,11,0.042,0.042,0.04,0.041,0.04,0.041,
19.1.2,F,11,0.045,0.046,0.041,0.043,0.043,0.045,
19.1.2,G,11,0.041,0.04,0.039,0.039,0.039,0.04,
19.1.2,H,11,0.04,0.038,0.044,0.043,0.041,0.04,
19.1.2,A,12,0.048,0.065,0.042,0.041,0.041,0.041,
19.1.2,B,12,0.04,0.045,0.04,0.04,0.039,0.039,
19.1.2,C,12,0.125,0.112,0.04,0.039,0.039,0.039,
19.1.2,D,12,0.047,0.045,0.04,0.04,0.04,0.039,
19.1.2,E,12,0.042,0.041,0.04,0.04,0.041,0.04,
19.1.2,F,12,0.044,0.045,0.041,0.041,0.041,0.041,
19.1.2,G,12,0.04,0.039,0.04,0.04,0.04,0.04,
19.1.2,H,12,0.041,0.039,0.04,0.04,0.041,0.04,
20.1.2,A,1,0.053,0.045,0.041,0.041,0.045,0.043,
20.1.2,B,1,0.05,0.044,0.039,0.039,0.039,0.039,
20.1.2,C,1,0.05,0.045,0.039,0.039,0.039,0.039,
20.1.2,D,1,0.052,0.049,0.04,0.04,0.039,0.039,
20.1.2,E,1,0.05,0.044,0.04,0.041,0.04,0.041,
20.1.2,F,1,0.05,0.043,0.041,0.041,0.04,0.04,
20.1.2,G,1,0.057,0.052,0.039,0.039,0.039,0.039,
20.1.2,H,1,0.047,0.043,0.04,0.039,0.041,0.04,
20.1.2,A,2,0.058,0.047,0.042,0.042,0.04,0.041,
20.1.2,B,2,0.064,0.054,0.039,0.04,0.038,0.04,
20.1.2,C,2,0.055,0.046,0.04,0.039,0.039,0.039,
20.1.2,D,2,0.055,0.056,0.039,0.04,0.039,0.039,
20.1.2,E,2,0.049,0.044,0.039,0.041,0.039,0.041,
20.1.2,F,2,0.058,0.054,0.04,0.041,0.039,0.042,
20.1.2,G,2,0.064,0.058,0.092,0.089,0.04,0.039,
20.1.2,H,2,0.053,0.047,0.065,0.063,0.04,0.039,
20.1.2,A,3,0.043,0.041,0.044,0.044,0.041,0.041,
20.1.2,B,3,0.074,0.075,0.041,0.043,0.039,0.042,
20.1.2,C,3,0.044,0.043,0.04,0.039,0.039,0.039,
20.1.2,D,3,0.076,0.069,0.042,0.039,0.041,0.039,
20.1.2,E,3,0.043,0.039,0.041,0.04,0.041,0.039,
20.1.2,F,3,0.046,0.041,0.04,0.038,0.041,0.039,
20.1.2,G,3,0.043,0.048,0.041,0.041,0.04,0.04,
20.1.2,H,3,0.041,0.099,0.04,0.039,0.039,0.039,
20.1.2,A,4,0.047,0.047,0.041,0.042,0.041,0.041,
20.1.2,B,4,0.042,0.043,0.041,0.043,0.04,0.042,
20.1.2,C,4,0.055,0.049,0.041,0.04,0.041,0.039,
20.1.2,D,4,0.059,0.051,0.042,0.042,0.042,0.041,
20.1.2,E,4,0.063,0.053,0.04,0.044,0.039,0.043,
20.1.2,F,4,0.062,0.05,0.04,0.042,0.039,0.041,
20.1.2,G,4,0.076,0.079,0.04,0.041,0.039,0.04,
20.1.2,H,4,0.046,0.041,0.041,0.04,0.041,0.04,
20.1.2,A,5,0.057,0.055,0.04,0.04,0.041,0.04,
20.1.2,B,5,0.041,0.041,0.04,0.041,0.039,0.04,
20.1.2,C,5,0.041,0.038,0.042,0.041,0.04,0.039,
20.1.2,D,5,0.042,0.041,0.04,0.04,0.039,0.04,
20.1.2,E,5,0.041,0.043,0.04,0.043,0.04,0.043,
20.1.2,F,5,0.051,0.047,0.043,0.041,0.041,0.04,
20.1.2,G,5,0.041,0.043,0.04,0.043,0.039,0.043,
20.1.2,H,5,0.043,0.04,0.042,0.041,0.043,0.042,
20.1.2,A,6,0.051,0.049,0.04,0.039,0.039,0.039,
20.1.2,B,6,0.045,0.043,0.039,0.042,0.039,0.038,
20.1.2,C,6,0.046,0.045,0.041,0.04,0.041,0.039,
20.1.2,D,6,0.047,0.056,0.04,0.041,0.039,0.039,
20.1.2,E,6,0.042,0.04,0.04,0.04,0.04,0.04,
20.1.2,F,6,0.04,0.039,0.041,0.04,0.04,0.04,
20.1.2,G,6,0.047,0.05,0.041,0.042,0.041,0.041,
20.1.2,H,6,0.042,0.04,0.041,0.04,0.042,0.04,
20.1.2,A,7,0.044,0.042,0.041,0.042,0.04,0.041,
20.1.2,B,7,0.042,0.04,0.04,0.04,0.039,0.039,
20.1.2,C,7,0.042,0.039,0.04,0.04,0.04,0.039,
20.1.2,D,7,0.048,0.049,0.04,0.039,0.04,0.039,
20.1.2,E,7,0.058,0.046,0.04,0.039,0.04,0.04,
20.1.2,F,7,0.05,0.042,0.04,0.04,0.039,0.039,
20.1.2,G,7,0.055,0.047,0.045,0.044,0.045,0.045,
20.1.2,H,7,0.056,0.051,0.046,0.048,0.047,0.049,
20.1.2,A,8,0.056,0.047,0.04,0.04,0.04,0.04,
20.1.2,B,8,0.053,0.044,0.039,0.039,0.039,0.038,
20.1.2,C,8,0.046,0.042,0.04,0.04,0.039,0.039,
20.1.2,D,8,0.055,0.046,0.039,0.039,0.039,0.039,
20.1.2,E,8,0.044,0.042,0.04,0.041,0.04,0.041,
20.1.2,F,8,0.046,0.042,0.042,0.042,0.041,0.041,
20.1.2,G,8,0.054,0.044,0.041,0.042,0.041,0.041,
20.1.2,H,8,0.058,0.046,0.043,0.041,0.043,0.041,
20.1.2,A,9,0.049,0.047,0.042,0.042,0.042,0.041,
20.1.2,B,9,0.041,0.043,0.04,0.04,0.039,0.039,
20.1.2,C,9,0.041,0.039,0.041,0.041,0.04,0.04,
20.1.2,D,9,0.043,0.042,0.041,0.042,0.041,0.041,
20.1.2,E,9,0.04,0.043,0.04,0.044,0.04,0.043,
20.1.2,F,9,0.041,0.039,0.041,0.04,0.04,0.039,
20.1.2,G,9,0.043,0.044,0.04,0.043,0.039,0.042,
20.1.2,H,9,0.043,0.039,0.041,0.04,0.042,0.041,
