notes,collector,plate,row,column,ROI,,,,,,,,,
,SP,47.1,A,4,NA,,,,,,,,,
,SP,47.1,A,3,NA,,,,,,,,,
,SP,47.1,A,2,17,148,,,,,,,,
,SP,47.1,A,1,21,,,,,,,,,
,SP,47.2,D,6,126,137,,,,,,,,
,SP,47.2,D,5,129,130,134,,,,,,,
,SP,47.2,D,4,NA,,,,,,,,,
,SP,47.2,D,3,133,140,,,,,,,,
,SP,47.2,D,2,127,138,132,148,,,,,,
,SP,47.2,D,1,135,149,,,,,,,,
,SP,47.2,C,6,86,83,100,101,150,,,,,
,SP,47.2,C,5,81,91,84,93,97,113,115,,,
,SP,47.2,C,4,NA,,,,,,,,,
,SP,47.2,C,3,82,92,108,,,,,,,
,SP,47.2,C,2,76,85,88,96,114,,,,,
,SP,47.2,C,1,151,152,105,,,,,,,
,SP,47.2,B,6,48,54,61,,,,,,,
,SP,47.2,B,5,44,52,65,67,,,,,,
,SP,47.2,B,4,NA,,,,,,,,,
,SP,47.2,B,3,56,64,,,,,,,,
,SP,47.2,B,2,42,49,68,,,,,,,
,SP,47.2,B,1,50,,,,,,,,,
,SP,47.2,A,6,11,20,,,,,,,,
,SP,47.2,A,5,27,8,,,,,,,,
,SP,47.2,A,4,NA,,,,,,,,,
,SP,47.2,A,3,15,17,,,,,,,,
,SP,47.2,A,2,28,153,,,,,,,,
,SP,47.2,A,1,154,,,,,,,,,
,SP,48.1,D,6,117,112,,,,,,,,
,SP,48.1,D,5,109,108,115,120,,,,,,
,SP,48.1,D,4,116,,,,,,,,,
,SP,48.1,D,3,NA,,,,,,,,,
,SP,48.1,D,2,101,104,114,111,118,,,,,
,SP,48.1,D,1,NA,,,,,,,,,
,SP,48.1,C,6,75,82,87,91,,,,,,
,SP,48.1,C,5,80,86,83,,,,,,,
,SP,48.1,C,4,NA,,,,,,,,,
,SP,48.1,C,3,NA,,,,,,,,,
,SP,48.1,C,2,77,88,84,,,,,,,
,SP,48.1,C,1,NA,,,,,,,,,
,SP,48.1,B,6,38,53,,,,,,,,
,SP,48.1,B,5,61,65,,,,,,,,
,SP,48.1,B,4,58,59,,,,,,,,
,SP,48.1,B,3,NA,,,,,,,,,
,SP,48.1,B,2,41,42,46,60,63,62,,,,
,SP,48.1,B,1,50,,,,,,,,,
,SP,48.1,A,6,NA,,,,,,,,,
,SP,48.1,A,5,20,17,24,23,32,33,29,,,
,SP,48.1,A,4,12,,,,,,,,,
,SP,48.1,A,3,14,18,,,,,,,,
,SP,48.1,A,2,16,27,21,21,130,,,,,
,SP,48.1,A,1,10,11,15,,,,,,,
,SP,48.2,D,6,116,118,119,,,,,,,
,SP,48.2,D,5,115,117,120,,,,,,,
,SP,48.2,D,4,123,,,,,,,,,
,SP,48.2,D,3,NA,,,,,,,,,
,SP,48.2,D,2,124,121,122,,,,,,,
,SP,48.2,D,1,125,,,,,,,,,
,SP,48.2,C,6,79,92,,,,,,,,
,SP,48.2,C,5,85,84,83,89,94,,,,,
,SP,48.2,C,4,78,90,87,,,,,,,
,SP,48.2,C,3,NA,,,,,,,,,
,SP,48.2,C,2,80,77,,,,,,,,
,SP,48.2,C,1,82,,,,,,,,,
,SP,48.2,B,6,66,62,60,,,,,,,
,SP,48.2,B,5,63,,,,,,,,,
,SP,48.2,B,4,58,65,,,,,,,,
,SP,48.2,B,3,NA,,,,,,,,,
,SP,48.2,B,2,51,54,,,,,,,,
,SP,48.2,B,1,55,148,,,,,,,,
,SP,48.2,A,6,18,28,,,,,,,,
,SP,48.2,A,5,31,20,,,,,,,,
,SP,48.2,A,4,27,,,,,,,,,
,SP,48.2,A,3,NA,,,,,,,,,
,SP,48.2,A,2,24,38,149,,,,,,,
,SP,48.2,A,1,17,,,,,,,,,
,SP,49.1,D,6,215,,,,,,,,,
,SP,49.1,D,5,196,200,222,225,,,,,,
,SP,49.1,D,4,198,202,219,224,261,,,,,
,SP,49.1,D,3,217,,,,,,,,,
,SP,49.1,D,2,214,,,,,,,,,
,SP,49.1,D,1,262,263,,,,,,,,
,SP,49.1,C,6,128,135,148,,,,,,,
,SP,49.1,C,5,151,152,159,156,,,,,,
,SP,49.1,C,4,124,142,153,,,,,,,
,SP,49.1,C,3,147,136,,,,,,,,
,SP,49.1,C,2,NA,,,,,,,,,
,SP,49.1,C,1,121,134,140,146,155,163,264,,,
,SP,49.1,B,6,78,96,,,,,,,,
,SP,49.1,B,5,84,86,92,91,95,,,,,
,SP,49.1,B,4,69,80,88,103,,,,,,
,SP,49.1,B,3,265,266,,,,,,,,
,SP,49.1,B,2,NA,,,,,,,,,
,SP,49.1,B,1,70,75,101,110,107,,,,,
,SP,49.1,A,6,30,42,,,,,,,,
,SP,49.1,A,5,26,49,56,55,52,,,,,
,SP,49.1,A,4,36,47,51,,,,,,,
,SP,49.1,A,3,NA,,,,,,,,,
,SP,49.1,A,2,38,34,,,,,,,,
,SP,49.1,A,1,32,54,,,,,,,,
,SP,49.2,D,6,217,225,,,,,,,,
,SP,49.2,D,5,246,,,,,,,,,
,SP,49.2,D,4,222,232,,,,,,,,
,SP,49.2,D,3,221,230,228,238,240,,,,,
,SP,49.2,D,2,226,223,,,,,,,,
,SP,49.2,D,1,216,231,209,247,,,,,,
,SP,49.2,C,6,170,182,176,185,188,,,,,
,SP,49.2,C,5,177,183,,,,,,,,
,SP,49.2,C,4,172,186,190,,,,,,,
,SP,49.2,C,3,NA,,,,,,,,,
,SP,49.2,C,2,157,,,,,,,,,
,SP,49.2,C,1,168,155,,,,,,,,
,SP,49.2,B,6,109,122,,,,,,,,
,SP,49.2,B,5,119,127,130,131,137,,,,,
,SP,49.2,B,4,105,132,133,,,,,,,
,SP,49.2,B,3,128,123,120,134,143,,,,,
,SP,49.2,B,2,108,115,125,,,,,,,
,SP,49.2,B,1,102,107,,,,,,,,
,SP,49.2,A,6,19,36,,,,,,,,
,SP,49.2,A,5,55,74,53,43,92,,,,,
,SP,49.2,A,4,40,48,68,77,60,,,,,
,SP,49.2,A,3,56,,,,,,,,,
,SP,49.2,A,2,39,45,59,,,,,,,
,SP,49.2,A,1,6,62,,,,,,,,
,SP,50.1,D,6,131,,,,,,,,,
,SP,50.1,D,5,125,123,132,147,113,,,,,
,SP,50.1,D,4,NA,,,,,,,,,
,SP,50.1,D,3,129,136,,,,,,,,
,SP,50.1,D,2,148,149,,,,,,,,
,SP,50.1,D,1,122,150,151,152,,,,,,
,SP,50.1,C,6,80,,,,,,,,,
,SP,50.1,C,5,91,,,,,,,,,
,SP,50.1,C,4,NA,,,,,,,,,
,SP,50.1,C,3,88,,,,,,,,,
,SP,50.1,C,2,74,75,92,93,,,,,,
,SP,50.1,C,1,70,73,83,84,153,90,,,,
,SP,50.1,B,6,46,,,,,,,,,
,SP,50.1,B,5,53,,,,,,,,,
,SP,50.1,B,4,NA,,,,,,,,,
,SP,50.1,B,3,154,,,,,,,,,
,SP,50.1,B,2,43,41,,,,,,,,
,SP,50.1,B,1,34,24,,,,,,,,
,SP,50.1,A,6,17,,,,,,,,,
,SP,50.1,A,5,NA,,,,,,,,,
,SP,50.1,A,4,13,19,,,,,,,,
,SP,50.1,A,3,9,15,155,156,,,,,,
,SP,50.1,A,2,8,21,,,,,,,,
,SP,50.1,A,1,22,157,158,,,,,,,
,SP,50.2,D,6,NA,,,,,,,,,
,SP,50.2,D,5,80,,,,,,,,,
,SP,50.2,D,4,NA,,,,,,,,,
,SP,50.2,D,3,NA,,,,,,,,,
,SP,50.2,D,2,77,82,,,,,,,,
,SP,50.2,D,1,NA,,,,,,,,,
,SP,50.2,C,6,69,,,,,,,,,
,SP,50.2,C,5,68,67,,,,,,,,
,SP,50.2,C,4,66,,,,,,,,,
,SP,50.2,C,3,71,,,,,,,,,
,SP,50.2,C,2,58,61,,,,,,,,
,SP,50.2,C,1,62,57,93,94,,,,,,
,SP,50.2,B,6,44,,,,,,,,,
,SP,50.2,B,5,30,37,41,95,,,,,,
,SP,50.2,B,4,NA,,,,,,,,,
,SP,50.2,B,3,48,,,,,,,,,
,SP,50.2,B,2,43,47,,,,,,,,
,SP,50.2,B,1,NA,,,,,,,,,
,SP,50.2,A,6,15,,,,,,,,,
,SP,50.2,A,5,7,14,,,,,,,,
,SP,50.2,A,4,NA,,,,,,,,,
,SP,50.2,A,3,8,,,,,,,,,
,SP,50.2,A,2,11,12,18,,,,,,,
,SP,50.2,A,1,23,26,,,,,,,,
