notes,Scorer,plate,row,column,ROI,,,,,,,,,,,,,,
,MG,30.2,C,4,69,76,65,71,79,,,,,,,,,,
,MG,30.2,C,5,72,64,74,80,,,,,,,,,,,
,MG,30.2,C,6,56,63,78,81,82,84,57,,,,,,,,
,MG,30.2,D,1,100,102,109,113,,,,,,,,,,,
,MG,30.2,D,2,95,90,107,110,,,,,,,,,,,
,MG,30.2,D,3,93,108,,,,,,,,,,,,,
,MG,30.2,D,4,91,105,116,,,,,,,,,,,,
,MG,30.2,D,5,96,117,123,,,,,,,,,,,,
,MG,30.2,D,6,89,104,111,118,121,,,,,,,,,,
,SP,31.1,D,6,157,165,,,,,,,,,,,,,
,SP,31.1,D,5,148,155,162,,,,,,,,,,,,
,SP,31.1,D,4,147,159,174,,,,,,,,,,,,
,SP,31.1,D,3,164,,,,,,,,,,,,,,
,SP,31.1,D,2,149,163,,,,,,,,,,,,,
,SP,31.1,D,1,136,152,,,,,,,,,,,,,
,SP,31.1,C,6,108,,,,,,,,,,,,,,
,SP,31.1,C,5,115,109,125,100,,,,,,,,,,,
,SP,31.1,C,4,110,111,116,,,,,,,,,,,,
,SP,31.1,C,3,105,107,114,112,,,,,,,,,,,
,SP,31.1,C,2,113,,,,,,,,,,,,,,
,SP,31.1,C,1,101,104,119,121,,,,,,,,,,,
,SP,31.1,B,6,62,,,,,,,,,,,,,,
,SP,31.1,B,5,65,89,,,,,,,,,,,,,
,SP,31.1,B,4,73,,,,,,,,,,,,,,
,SP,31.1,B,3,71,64,74,87,92,,,,,,,,,,
,SP,31.1,B,2,63,81,84,,,,,,,,,,,,
,SP,31.1,B,1,77,90,88,93,,,,,,,,,,,
,SP,31.1,A,6,196,,,,,,,,,,,,,,
,SP,31.1,A,5,39,,,,,,,,,,,,,,
,SP,31.1,A,4,34,41,,,,,,,,,,,,,
,SP,31.1,A,3,6,,,,,,,,,,,,,,
,SP,31.1,A,2,35,38,,,,,,,,,,,,,
,SP,31.1,A,1,26,36,29,,,,,,,,,,,,
,SP,31.2,D,6,151,,,,,,,,,,,,,,
,SP,31.2,D,5,130,133,184,,,,,,,,,,,,
,SP,31.2,D,4,146,,,,,,,,,,,,,,
,SP,31.2,D,3,131,137,156,,,,,,,,,,,,
,SP,31.2,D,2,140,149,154,,,,,,,,,,,,
,SP,31.2,D,1,138,135,,,,,,,,,,,,,
,SP,31.2,C,6,95,,,,,,,,,,,,,,
,SP,31.2,C,5,98,103,105,109,,,,,,,,,,,
,SP,31.2,C,4,102,,,,,,,,,,,,,,
,SP,31.2,C,3,96,92,,,,,,,,,,,,,
,SP,31.2,C,2,88,89,,,,,,,,,,,,,
,SP,31.2,C,1,90,101,,,,,,,,,,,,,
,SP,31.2,B,6,77,185,,,,,,,,,,,,,
,SP,31.2,B,5,62,63,68,,,,,,,,,,,,
,SP,31.2,B,4,70,,,,,,,,,,,,,,
,SP,31.2,B,3,73,71,69,78,,,,,,,,,,,
,SP,31.2,B,2,56,66,,,,,,,,,,,,,
,SP,31.2,B,1,51,60,55,,,,,,,,,,,,
,SP,31.2,A,6,32,34,,,,,,,,,,,,,
,SP,31.2,A,5,37,,,,,,,,,,,,,,
,SP,31.2,A,4,186,,,,,,,,,,,,,,
,SP,31.2,A,3,30,33,27,,,,,,,,,,,,
,SP,31.2,A,2,18,,,,,,,,,,,,,,
,SP,31.2,A,1,23,28,,,,,,,,,,,,,
,SP,32.1,D,6,132,144,,,,,,,,,,,,,
,SP,32.1,D,5,124,,,,,,,,,,,,,,
,SP,32.1,D,4,129,174,,,,,,,,,,,,,
,SP,32.1,D,3,143,140,,,,,,,,,,,,,
,SP,32.1,D,2,175,,,,,,,,,,,,,,
,SP,32.1,D,1,127,,,,,,,,,,,,,,
,SP,32.1,C,6,88,97,,,,,,,,,,,,,
,SP,32.1,C,5,91,,,,,,,,,,,,,,
,SP,32.1,C,4,94,,,,,,,,,,,,,,
,SP,32.1,C,3,92,93,103,,,,,,,,,,,,
,SP,32.1,C,2,104,,,,,,,,,,,,,,
,SP,32.1,C,1,96,89,105,,,,,,,,,,,,
,SP,32.1,B,6,60,73,,,,,,,,,,,,,
,SP,32.1,B,5,58,75,,,,,,,,,,,,,
,SP,32.1,B,4,61,83,70,,,,,,,,,,,,
,SP,32.1,B,3,68,57,81,,,,,,,,,,,,
,SP,32.1,B,2,62,,,,,,,,,,,,,,
,SP,32.1,B,1,56,64,,,,,,,,,,,,,
,SP,32.1,A,6,10,13,27,,,,,,,,,,,,
,SP,32.1,A,5,35,,,,,,,,,,,,,,
,SP,32.1,A,4,21,28,24,,,,,,,,,,,,
,SP,32.1,A,3,23,33,,,,,,,,,,,,,
,SP,32.1,A,2,18,,,,,,,,,,,,,,
,SP,32.1,A,1,16,30,34,,,,,,,,,,,,
,SP,32.2,D,6,130,,,,,,,,,,,,,,
,SP,32.2,D,5,122,,,,,,,,,,,,,,
,SP,32.2,D,4,114,111,116,,,,,,,,,,,,
,SP,32.2,D,3,126,138,145,,,,,,,,,,,,
,SP,32.2,D,2,151,,,,,,,,,,,,,,
,SP,32.2,D,1,127,135,119,,,,,,,,,,,,
,SP,32.2,C,6,77,78,89,,,,,,,,,,,,
,SP,32.2,C,5,86,84,91,87,,,,,,,,,,,
,SP,32.2,C,4,76,83,88,93,,,,,,,,,,,
,SP,32.2,C,3,74,95,94,,,,,,,,,,,,
,SP,32.2,C,2,82,85,,,,,,,,,,,,,
,SP,32.2,C,1,79,92,81,,,,,,,,,,,,
,SP,32.2,B,6,58,65,,,,,,,,,,,,,
,SP,32.2,B,5,59,,,,,,,,,,,,,,
,SP,32.2,B,4,62,70,,,,,,,,,,,,,
,SP,32.2,B,3,60,66,69,,,,,,,,,,,,
,SP,32.2,B,2,NA,,,,,,,,,,,,,,
,SP,32.2,B,1,67,68,,,,,,,,,,,,,
,SP,32.2,A,6,22,28,,,,,,,,,,,,,
,SP,32.2,A,5,38,34,,,,,,,,,,,,,
,SP,32.2,A,4,30,39,27,,,,,,,,,,,,
,SP,32.2,A,3,33,23,37,46,,,,,,,,,,,
,SP,32.2,A,2,NA,,,,,,,,,,,,,,
,SP,32.2,A,1,32,29,41,42,,,,,,,,,,,
,SP,33.1,D,6,115,116,117,,,,,,,,,,,,
,SP,33.1,D,5,86,,,,,,,,,,,,,,
,SP,33.1,D,4,90,98,,,,,,,,,,,,,
,SP,33.1,D,3,89,,,,,,,,,,,,,,
,SP,33.1,D,2,81,84,,,,,,,,,,,,,
,SP,33.1,D,1,103,96,,,,,,,,,,,,,
,SP,33.1,C,6,118,,,,,,,,,,,,,,
,SP,33.1,C,5,70,71,,,,,,,,,,,,,
,SP,33.1,C,4,63,,,,,,,,,,,,,,
,SP,33.1,C,3,64,,,,,,,,,,,,,,
,SP,33.1,C,2,66,75,,,,,,,,,,,,,
,SP,33.1,C,1,72,,,,,,,,,,,,,,
,SP,33.1,B,6,50,119,,,,,,,,,,,,,
,SP,33.1,B,5,48,43,,,,,,,,,,,,,
,SP,33.1,B,4,42,,,,,,,,,,,,,,
,SP,33.1,B,3,41,,,,,,,,,,,,,,
,SP,33.1,B,2,45,44,,,,,,,,,,,,,
,SP,33.1,B,1,47,56,55,58,,,,,,,,,,,
,SP,33.1,A,6,25,,,,,,,,,,,,,,
,SP,33.1,A,5,23,30,,,,,,,,,,,,,
,SP,33.1,A,4,NA,,,,,,,,,,,,,,
,SP,33.1,A,3,32,,,,,,,,,,,,,,
,SP,33.1,A,2,20,,,,,,,,,,,,,,
,SP,33.1,A,1,21,24,31,29,,,,,,,,,,,
,SP,33.2,D,6,110,,,,,,,,,,,,,,
,SP,33.2,D,5,103,,,,,,,,,,,,,,
,SP,33.2,D,4,93,,,,,,,,,,,,,,
,SP,33.2,D,3,107,115,,,,,,,,,,,,,
,SP,33.2,D,2,108,,,,,,,,,,,,,,
,SP,33.2,D,1,105,102,,,,,,,,,,,,,
,SP,33.2,C,6,74,76,78,,,,,,,,,,,,
,SP,33.2,C,5,87,,,,,,,,,,,,,,
,SP,33.2,C,4,138,,,,,,,,,,,,,,
,SP,33.2,C,3,71,,,,,,,,,,,,,,
,SP,33.2,C,2,73,,,,,,,,,,,,,,
,SP,33.2,C,1,75,81,,,,,,,,,,,,,
,SP,33.2,B,6,48,53,,,,,,,,,,,,,
,SP,33.2,B,5,55,57,,,,,,,,,,,,,
,SP,33.2,B,4,52,,,,,,,,,,,,,,
,SP,33.2,B,3,46,,,,,,,,,,,,,,
,SP,33.2,B,2,50,,,,,,,,,,,,,,
,SP,33.2,B,1,47,,,,,,,,,,,,,,
,SP,33.2,A,6,15,19,35,,,,,,,,,,,,
,SP,33.2,A,5,13,30,18,,,,,,,,,,,,
,SP,33.2,A,4,9,11,21,,,,,,,,,,,,
,SP,33.2,A,3,23,28,33,,,,,,,,,,,,
,SP,33.2,A,2,16,14,24,,,,,,,,,,,,
,SP,33.2,A,1,25,31,,,,,,,,,,,,,
,SP,34.1,D,6,115,124,,,,,,,,,,,,,
,SP,34.1,D,5,119,132,,,,,,,,,,,,,
,SP,34.1,D,4,120,129,128,,,,,,,,,,,,
,SP,34.1,D,3,110,116,,,,,,,,,,,,,
,SP,34.1,D,2,127,,,,,,,,,,,,,,
,SP,34.1,D,1,130,139,133,,,,,,,,,,,,
,SP,34.1,C,6,90,97,98,,,,,,,,,,,,
,SP,34.1,C,5,89,86,101,,,,,,,,,,,,
,SP,34.1,C,4,87,93,,,,,,,,,,,,,
,SP,34.1,C,3,85,,,,,,,,,,,,,,
,SP,34.1,C,2,94,,,,,,,,,,,,,,
,SP,34.1,C,1,83,84,92,95,,,,,,,,,,,
,SP,34.1,B,6,58,63,68,188,,,,,,,,,,,
,SP,34.1,B,5,53,64,67,59,,,,,,,,,,,
,SP,34.1,B,4,61,70,73,,,,,,,,,,,,
,SP,34.1,B,3,43,56,66,,,,,,,,,,,,
,SP,34.1,B,2,50,,,,,,,,,,,,,,
,SP,34.1,B,1,51,69,,,,,,,,,,,,,
,SP,34.1,A,6,15,16,,,,,,,,,,,,,
,SP,34.1,A,5,17,26,34,,,,,,,,,,,,
,SP,34.1,A,4,11,13,28,31,33,,,,,,,,,,
,SP,34.1,A,3,14,29,,,,,,,,,,,,,
,SP,34.1,A,2,24,,,,,,,,,,,,,,
,SP,34.1,A,1,12,10,20,27,25,30,32,,,,,,,,
,SP,34.2,D,6,131,135,141,,,,,,,,,,,,
,SP,34.2,D,5,126,142,146,133,,,,,,,,,,,
,SP,34.2,D,4,132,130,128,143,,,,,,,,,,,
,SP,34.2,D,3,134,139,138,151,,,,,,,,,,,
,SP,34.2,D,2,NA,,,,,,,,,,,,,,
,SP,34.2,D,1,137,147,152,,,,,,,,,,,,
,SP,34.2,C,6,84,,,,,,,,,,,,,,
,SP,34.2,C,5,99,102,112,,,,,,,,,,,,
,SP,34.2,C,4,95,89,88,93,,,,,,,,,,,
,SP,34.2,C,3,109,113,100,,,,,,,,,,,,
,SP,34.2,C,2,NA,,,,,,,,,,,,,,
,SP,34.2,C,1,98,104,108,107,110,,,,,,,,,,
,SP,34.2,B,6,53,64,,,,,,,,,,,,,
,SP,34.2,B,5,62,65,61,60,72,,,,,,,,,,
,SP,34.2,B,4,49,63,68,,,,,,,,,,,,
,SP,34.2,B,3,50,47,,,,,,,,,,,,,
,SP,34.2,B,2,NA,,,,,,,,,,,,,,
,SP,34.2,B,1,52,59,54,66,,,,,,,,,,,
,SP,34.2,A,6,24,18,27,,,,,,,,,,,,
,SP,34.2,A,5,28,21,,,,,,,,,,,,,
,SP,34.2,A,4,14,,,,,,,,,,,,,,
,SP,34.2,A,3,19,23,29,,,,,,,,,,,,
,SP,34.2,A,2,NA,,,,,,,,,,,,,,
,SP,34.2,A,1,8,20,26,,,,,,,,,,,,
,SP,35.1,D,6,93,96,110,118,,,,,,,,,,,
,SP,35.1,D,5,97,105,115,116,,,,,,,,,,,
,SP,35.1,D,4,104,103,,,,,,,,,,,,,
,SP,35.1,D,3,88,89,,,,,,,,,,,,,
,SP,35.1,D,2,106,112,,,,,,,,,,,,,
,SP,35.1,D,1,92,,,,,,,,,,,,,,
,SP,35.1,C,6,74,73,81,,,,,,,,,,,,
,SP,35.1,C,5,70,69,76,,,,,,,,,,,,
,SP,35.1,C,4,75,,,,,,,,,,,,,,
,SP,35.1,C,3,79,,,,,,,,,,,,,,
,SP,35.1,C,2,67,68,71,77,,,,,,,,,,,
,SP,35.1,C,1,72,80,,,,,,,,,,,,,
,SP,35.1,B,6,44,57,64,51,,,,,,,,,,,
,SP,35.1,B,5,61,59,56,52,,,,,,,,,,,
,SP,35.1,B,4,49,,,,,,,,,,,,,,
,SP,35.1,B,3,50,53,58,,,,,,,,,,,,
,SP,35.1,B,2,60,62,,,,,,,,,,,,,
,SP,35.1,B,1,47,48,,,,,,,,,,,,,
,SP,35.1,A,6,10,,,,,,,,,,,,,,
,SP,35.1,A,5,25,19,,,,,,,,,,,,,
,SP,35.1,A,4,17,32,,,,,,,,,,,,,
,SP,35.1,A,3,30,,,,,,,,,,,,,,
,SP,35.1,A,2,14,26,,,,,,,,,,,,,
,SP,35.1,A,1,18,,,,,,,,,,,,,,
,SP,35.2,D,6,67,,,,,,,,,,,,,,
,SP,35.2,D,5,69,80,70,,,,,,,,,,,,
,SP,35.2,D,4,83,,,,,,,,,,,,,,
,SP,35.2,D,3,73,88,,,,,,,,,,,,,
,SP,35.2,D,2,77,76,84,,,,,,,,,,,,
,SP,35.2,D,1,85,78,94,,,,,,,,,,,,
,SP,35.2,C,6,52,55,,,,,,,,,,,,,
,SP,35.2,C,5,58,65,,,,,,,,,,,,,
,SP,35.2,C,4,63,,,,,,,,,,,,,,
,SP,35.2,C,3,61,,,,,,,,,,,,,,
,SP,35.2,C,2,60,64,66,,,,,,,,,,,,
,SP,35.2,C,1,54,56,59,62,,,,,,,,,,,
,SP,35.2,B,6,30,35,38,109,,,,,,,,,,,
,SP,35.2,B,5,29,47,50,48,,,,,,,,,,,
,SP,35.2,B,4,41,,,,,,,,,,,,,,
,SP,35.2,B,3,34,40,45,,,,,,,,,,,,
,SP,35.2,B,2,31,43,46,,,,,,,,,,,,
,SP,35.2,B,1,42,,,,,,,,,,,,,,
,SP,35.2,A,6,21,,,,,,,,,,,,,,
,SP,35.2,A,5,10,,,,,,,,,,,,,,
,SP,35.2,A,4,8,16,19,,,,,,,,,,,,
,SP,35.2,A,3,9,,,,,,,,,,,,,,
,SP,35.2,A,2,12,13,14,20,,,,,,,,,,,
,SP,35.2,A,1,11,,,,,,,,,,,,,,
,SP,36.1,D,6,111,,,,,,,,,,,,,,
,SP,36.1,D,5,97,108,,,,,,,,,,,,,
,SP,36.1,D,4,101,112,118,,,,,,,,,,,,
,SP,36.1,D,3,95,105,,,,,,,,,,,,,
,SP,36.1,D,2,102,107,115,122,,,,,,,,,,,
,SP,36.1,D,1,96,110,103,,,,,,,,,,,,
,SP,36.1,C,6,86,91,,,,,,,,,,,,,
,SP,36.1,C,5,74,85,88,92,,,,,,,,,,,
,SP,36.1,C,4,70,77,79,90,,,,,,,,,,,
,SP,36.1,C,3,72,75,82,87,,,,,,,,,,,
,SP,36.1,C,2,84,83,,,,,,,,,,,,,
,SP,36.1,C,1,76,73,78,,,,,,,,,,,,
,SP,36.1,B,6,62,63,,,,,,,,,,,,,
,SP,36.1,B,5,65,,,,,,,,,,,,,,
,SP,36.1,B,4,48,50,53,57,54,,,,,,,,,,
,SP,36.1,B,3,58,,,,,,,,,,,,,,
,SP,36.1,B,2,49,55,59,66,,,,,,,,,,,
,SP,36.1,B,1,51,52,61,60,56,,,,,,,,,,
,SP,36.1,A,6,24,37,41,,,,,,,,,,,,
,SP,36.1,A,5,34,27,,,,,,,,,,,,,
,SP,36.1,A,4,30,21,29,,,,,,,,,,,,
,SP,36.1,A,3,35,44,39,47,,,,,,,,,,,
,SP,36.1,A,2,23,31,36,,,,,,,,,,,,
,SP,36.1,A,1,1,28,22,38,40,,,,,,,,,,
,SP,36.2,D,6,122,117,,,,,,,,,,,,,
,SP,36.2,D,5,119,,,,,,,,,,,,,,
,SP,36.2,D,4,125,130,,,,,,,,,,,,,
,SP,36.2,D,3,127,,,,,,,,,,,,,,
,SP,36.2,D,2,120,128,,,,,,,,,,,,,
,SP,36.2,D,1,118,131,,,,,,,,,,,,,
,SP,36.2,C,6,88,92,99,,,,,,,,,,,,
,SP,36.2,C,5,83,93,95,,,,,,,,,,,,
,SP,36.2,C,4,85,89,100,,,,,,,,,,,,
,SP,36.2,C,3,80,81,103,94,,,,,,,,,,,
,SP,36.2,C,2,90,87,86,91,98,101,,,,,,,,,
,SP,36.2,C,1,196,102,,,,,,,,,,,,,
,SP,36.2,B,6,59,63,72,,,,,,,,,,,,
,SP,36.2,B,5,50,51,65,,,,,,,,,,,,
,SP,36.2,B,4,53,62,54,,,,,,,,,,,,
,SP,36.2,B,3,55,64,68,75,,,,,,,,,,,
,SP,36.2,B,2,56,69,,,,,,,,,,,,,
,SP,36.2,B,1,57,60,67,70,,,,,,,,,,,
,SP,36.2,A,6,22,26,37,,,,,,,,,,,,
,SP,36.2,A,5,33,28,29,38,,,,,,,,,,,
,SP,36.2,A,4,19,30,,,,,,,,,,,,,
,SP,36.2,A,3,13,23,34,,,,,,,,,,,,
,SP,36.2,A,2,25,32,,,,,,,,,,,,,
,SP,36.2,A,1,10,21,17,,,,,,,,,,,,
,SP,37.1,D,6,125,,,,,,,,,,,,,,
,SP,37.1,D,5,119,,,,,,,,,,,,,,
,SP,37.1,D,4,NA,,,,,,,,,,,,,,
,SP,37.1,D,3,112,121,126,,,,,,,,,,,,
,SP,37.1,D,2,117,115,,,,,,,,,,,,,
,SP,37.1,D,1,113,128,,,,,,,,,,,,,
,SP,37.1,C,6,73,,,,,,,,,,,,,,
,SP,37.1,C,5,78,93,,,,,,,,,,,,,
,SP,37.1,C,4,76,72,,,,,,,,,,,,,
,SP,37.1,C,3,74,69,,,,,,,,,,,,,
,SP,37.1,C,2,85,90,,,,,,,,,,,,,
,SP,37.1,C,1,83,91,100,89,,,,,,,,,,,
,SP,37.1,B,6,41,46,,,,,,,,,,,,,
,SP,37.1,B,5,44,,,,,,,,,,,,,,
,SP,37.1,B,4,45,,,,,,,,,,,,,,
,SP,37.1,B,3,42,47,53,48,,,,,,,,,,,
,SP,37.1,B,2,40,43,,,,,,,,,,,,,
,SP,37.1,B,1,49,51,,,,,,,,,,,,,
,SP,37.1,A,6,10,,,,,,,,,,,,,,
,SP,37.1,A,5,19,,,,,,,,,,,,,,
,SP,37.1,A,4,22,,,,,,,,,,,,,,
,SP,37.1,A,3,8,11,25,,,,,,,,,,,,
,SP,37.1,A,2,12,,,,,,,,,,,,,,
,SP,37.1,A,1,21,15,,,,,,,,,,,,,
,SP,37.2,D,6,112,108,,,,,,,,,,,,,
,SP,37.2,D,5,101,111,,,,,,,,,,,,,
,SP,37.2,D,4,109,,,,,,,,,,,,,,
,SP,37.2,D,3,149,,,,,,,,,,,,,,
,SP,37.2,D,2,150,,,,,,,,,,,,,,
,SP,37.2,D,1,151,152,,,,,,,,,,,,,
,SP,37.2,C,6,69,85,,,,,,,,,,,,,
,SP,37.2,C,5,76,,,,,,,,,,,,,,
,SP,37.2,C,4,55,,,,,,,,,,,,,,
,SP,37.2,C,3,77,84,87,,,,,,,,,,,,
,SP,37.2,C,2,64,75,,,,,,,,,,,,,
,SP,37.2,C,1,66,74,89,,,,,,,,,,,,
,SP,37.2,B,6,36,39,,,,,,,,,,,,,
,SP,37.2,B,5,43,46,48,,,,,,,,,,,,
,SP,37.2,B,4,153,,,,,,,,,,,,,,
,SP,37.2,B,3,41,,,,,,,,,,,,,,
,SP,37.2,B,2,40,44,,,,,,,,,,,,,
,SP,37.2,B,1,154,,,,,,,,,,,,,,
,SP,37.2,A,6,155,,,,,,,,,,,,,,
,SP,37.2,A,5,156,,,,,,,,,,,,,,
,SP,37.2,A,4,10,,,,,,,,,,,,,,
,SP,37.2,A,3,13,16,,,,,,,,,,,,,
,SP,37.2,A,2,15,20,,,,,,,,,,,,,
,SP,37.2,A,1,157,,,,,,,,,,,,,,
,SP,38.1,D,6,227,,,,,,,,,,,,,,
,SP,38.1,D,5,167,180,,,,,,,,,,,,,
,SP,38.1,D,4,228,,,,,,,,,,,,,,
,SP,38.1,D,3,160,165,189,,,,,,,,,,,,
,SP,38.1,D,2,164,172,178,,,,,,,,,,,,
,SP,38.1,D,1,170,229,,,,,,,,,,,,,
,SP,38.1,C,6,230,231,,,,,,,,,,,,,
,SP,38.1,C,5,126,,,,,,,,,,,,,,
,SP,38.1,C,4,119,,,,,,,,,,,,,,
,SP,38.1,C,3,109,118,123,,,,,,,,,,,,
,SP,38.1,C,2,108,,,,,,,,,,,,,,
,SP,38.1,C,1,107,116,120,,,,,,,,,,,,
,SP,38.1,B,6,72,,,,,,,,,,,,,,
,SP,38.1,B,5,86,,,,,,,,,,,,,,
,SP,38.1,B,4,84,232,,,,,,,,,,,,,
,SP,38.1,B,3,78,82,91,,,,,,,,,,,,
,SP,38.1,B,2,79,,,,,,,,,,,,,,
,SP,38.1,B,1,76,87,90,,,,,,,,,,,,
,SP,38.1,A,6,22,36,53,233,234,,,,,,,,,,
,SP,38.1,A,5,32,,,,,,,,,,,,,,
,SP,38.1,A,4,29,46,,,,,,,,,,,,,
,SP,38.1,A,3,16,28,40,33,,,,,,,,,,,
,SP,38.1,A,2,44,,,,,,,,,,,,,,
,SP,38.1,A,1,50,48,43,56,52,,,,,,,,,,
,SP,38.2,D,6,124,125,150,,,,,,,,,,,,
,SP,38.2,D,5,130,138,148,,,,,,,,,,,,
,SP,38.2,D,4,132,144,140,,,,,,,,,,,,
,SP,38.2,D,3,135,139,141,133,,,,,,,,,,,
,SP,38.2,D,2,137,143,,,,,,,,,,,,,
,SP,38.2,D,1,126,134,,,,,,,,,,,,,
,SP,38.2,C,6,94,99,106,113,,,,,,,,,,,
,SP,38.2,C,5,109,,,,,,,,,,,,,,
,SP,38.2,C,4,102,,,,,,,,,,,,,,
,SP,38.2,C,3,92,93,98,103,,,,,,,,,,,
,SP,38.2,C,2,105,104,,,,,,,,,,,,,
,SP,38.2,C,1,101,,,,,,,,,,,,,,
,SP,38.2,B,6,62,73,72,76,80,,,,,,,,,,
,SP,38.2,B,5,66,70,,,,,,,,,,,,,
,SP,38.2,B,4,74,75,,,,,,,,,,,,,
,SP,38.2,B,3,68,,,,,,,,,,,,,,
,SP,38.2,B,2,64,63,,,,,,,,,,,,,
,SP,38.2,B,1,55,71,77,,,,,,,,,,,,
,SP,38.2,A,6,29,,,,,,,,,,,,,,
,SP,38.2,A,5,50,54,52,,,,,,,,,,,,
,SP,38.2,A,4,48,47,53,,,,,,,,,,,,
,SP,38.2,A,3,33,43,,,,,,,,,,,,,
,SP,38.2,A,2,32,,,,,,,,,,,,,,
,SP,38.2,A,1,38,,,,,,,,,,,,,,
,SP,39.1,D,6,116,124,126,,,,,,,,,,,,
,SP,39.1,D,5,125,133,,,,,,,,,,,,,
,SP,39.1,D,4,128,117,118,,,,,,,,,,,,
,SP,39.1,D,3,120,,,,,,,,,,,,,,
,SP,39.1,D,2,119,,,,,,,,,,,,,,
,SP,39.1,D,1,115,,,,,,,,,,,,,,
,SP,39.1,C,6,97,100,103,,,,,,,,,,,,
,SP,39.1,C,5,99,104,109,110,,,,,,,,,,,
,SP,39.1,C,4,93,102,96,94,,,,,,,,,,,
,SP,39.1,C,3,95,,,,,,,,,,,,,,
,SP,39.1,C,2,105,106,108,,,,,,,,,,,,
,SP,39.1,C,1,92,91,89,,,,,,,,,,,,
,SP,39.1,B,6,66,68,71,80,,,,,,,,,,,
,SP,39.1,B,5,67,69,82,84,,,,,,,,,,,
,SP,39.1,B,4,72,73,77,,,,,,,,,,,,
,SP,39.1,B,3,76,79,,,,,,,,,,,,,
,SP,39.1,B,2,70,75,74,81,,,,,,,,,,,
,SP,39.1,B,1,78,83,,,,,,,,,,,,,
,SP,39.1,A,6,37,51,,,,,,,,,,,,,
,SP,39.1,A,5,21,40,47,,,,,,,,,,,,
,SP,39.1,A,4,34,,,,,,,,,,,,,,
,SP,39.1,A,3,22,30,31,39,,,,,,,,,,,
,SP,39.1,A,2,32,,,,,,,,,,,,,,
,SP,39.1,A,1,26,24,,,,,,,,,,,,,
,SP,39.2,D,6,110,116,111,,,,,,,,,,,,
,SP,39.2,D,5,114,125,128,,,,,,,,,,,,
,SP,39.2,D,4,123,119,131,,,,,,,,,,,,
,SP,39.2,D,3,136,,,,,,,,,,,,,,
,SP,39.2,D,2,106,,,,,,,,,,,,,,
,SP,39.2,D,1,112,134,,,,,,,,,,,,,
,SP,39.2,C,6,72,76,,,,,,,,,,,,,
,SP,39.2,C,5,63,64,,,,,,,,,,,,,
,SP,39.2,C,4,150,,,,,,,,,,,,,,
,SP,39.2,C,3,75,,,,,,,,,,,,,,
,SP,39.2,C,2,79,,,,,,,,,,,,,,
,SP,39.2,C,1,77,,,,,,,,,,,,,,
,SP,39.2,B,6,52,56,62,,,,,,,,,,,,
,SP,39.2,B,5,51,47,,,,,,,,,,,,,
,SP,39.2,B,4,54,,,,,,,,,,,,,,
,SP,39.2,B,3,55,,,,,,,,,,,,,,
,SP,39.2,B,2,50,,,,,,,,,,,,,,
,SP,39.2,B,1,48,53,58,57,,,,,,,,,,,
,SP,39.2,A,6,26,,,,,,,,,,,,,,
,SP,39.2,A,5,8,20,,,,,,,,,,,,,
,SP,39.2,A,4,30,38,,,,,,,,,,,,,
,SP,39.2,A,3,28,,,,,,,,,,,,,,
,SP,39.2,A,2,22,,,,,,,,,,,,,,
,SP,39.2,A,1,23,25,27,36,,,,,,,,,,,
,SP,40.1,D,6,112,,,,,,,,,,,,,,
,SP,40.1,D,5,111,104,115,,,,,,,,,,,,
,SP,40.1,D,4,NA,,,,,,,,,,,,,,
,SP,40.1,D,3,100,,,,,,,,,,,,,,
,SP,40.1,D,2,NA,,,,,,,,,,,,,,
,SP,40.1,D,1,101,110,,,,,,,,,,,,,
,SP,40.1,C,6,65,72,83,87,90,67,77,,,,,,,,
,SP,40.1,C,5,82,85,81,,,,,,,,,,,,
,SP,40.1,C,4,NA,,,,,,,,,,,,,,
,SP,40.1,C,3,75,80,89,,,,,,,,,,,,
,SP,40.1,C,2,NA,,,,,,,,,,,,,,
,SP,40.1,C,1,76,79,,,,,,,,,,,,,
,SP,40.1,B,6,42,41,40,43,,,,,,,,,,,
,SP,40.1,B,5,35,37,,,,,,,,,,,,,
,SP,40.1,B,4,NA,,,,,,,,,,,,,,
,SP,40.1,B,3,36,39,50,54,,,,,,,,,,,
,SP,40.1,B,2,NA,,,,,,,,,,,,,,
,SP,40.1,B,1,38,47,,,,,,,,,,,,,
,SP,40.1,A,6,14,24,23,26,,,,,,,,,,,
,SP,40.1,A,5,9,15,19,20,,,,,,,,,,,
,SP,40.1,A,4,NA,,,,,,,,,,,,,,
,SP,40.1,A,3,5,6,11,135,,,,,,,,,,,
,SP,40.1,A,2,10,,,,,,,,,,,,,,
,SP,40.1,A,1,16,25,,,,,,,,,,,,,
,SP,40.2,D,6,72,80,,,,,,,,,,,,,
,SP,40.2,D,5,73,79,,,,,,,,,,,,,
,SP,40.2,D,4,82,,,,,,,,,,,,,,
,SP,40.2,D,3,71,75,77,,,,,,,,,,,,
,SP,40.2,D,2,NA,,,,,,,,,,,,,,
,SP,40.2,D,1,74,76,,,,,,,,,,,,,
,SP,40.2,C,6,53,58,,,,,,,,,,,,,
,SP,40.2,C,5,61,67,,,,,,,,,,,,,
,SP,40.2,C,4,NA,,,,,,,,,,,,,,
,SP,40.2,C,3,56,60,64,,,,,,,,,,,,
,SP,40.2,C,2,66,,,,,,,,,,,,,,
