collector,plate,row,column,ROI,,,,,,,,,,
DL,10.1,B,4,19,15,,,,,,,,,
DL,10.1,B,3,18,,,,,,,,,,
DL,10.1,B,2,17,,,,,,,,,,
DL,10.1,B,1,20,21,13,,,,,,,,
DL,10.1,C,6,23,26,,,,,,,,,
DL,10.1,C,5,29,22,32,,,,,,,,
DL,10.1,C,4,25,,,,,,,,,,
DL,10.1,C,3,27,,,,,,,,,,
DL,10.1,C,2,30,28,,,,,,,,,
DL,10.1,C,1,24,31,32,,,,,,,,
DL,10.1,D,6,34,36,43,,,,,,,,
DL,10.1,D,5,35,39,44,45,,,,,,,
DL,10.1,D,4,37,41,,,,,,,,,
DL,10.1,D,3,40,,,,,,,,,,
DL,10.1,D,2,38,,,,,,,,,,
DL,10.1,D,1,42,,,,,,,,,,
DL,10.2,A,6,11,13,,,,,,,,,
DL,10.2,A,5,2,4,12,,,,,,,,
DL,10.2,A,4,8,10,,,,,,,,,
DL,10.2,A,3,9,,,,,,,,,,
DL,10.2,A,2,7,6,,,,,,,,,
DL,10.2,A,1,5,,,,,,,,,,
DL,10.2,B,6,20,,,,,,,,,,
DL,10.2,B,5,14,,,,,,,,,,
DL,10.2,B,4,21,19,,,,,,,,,
DL,10.2,B,3,17,18,,,,,,,,,
DL,10.2,B,2,16,,,,,,,,,,
DL,10.2,B,1,15,,,,,,,,,,
DL,10.2,C,6,28,34,30,35,,,,,,,
DL,10.2,C,5,29,32,,,,,,,,,
DL,10.2,C,4,24,27,22,,,,,,,,
DL,10.2,C,3,25,31,,,,,,,,,
DL,10.2,C,2,26,,,,,,,,,,
DL,10.2,C,1,23,33,,,,,,,,,
DL,10.2,D,6,43,45,,,,,,,,,
DL,10.2,D,5,44,36,,,,,,,,,
DL,10.2,D,4,42,46,49,48,,,,,,,
DL,10.2,D,3,38,,,,,,,,,,
DL,10.2,D,2,37,41,,,,,,,,,
DL,10.2,D,1,39,40,47,,,,,,,,
DL,11.1,A,6,9,,,,,,,,,,
DL,11.1,A,5,14,,,,,,,,,,
DL,11.1,A,4,10,8,12,15,16,,,,,,
DL,11.1,A,3,13,2,3,4,,,,,,,
DL,11.1,A,2,7,11,17,,,,,,,,
DL,11.1,A,1,6,,,,,,,,,,
DL,11.1,B,6,25,,,,,,,,,,
DL,11.1,B,5,20,23,34,31,32,,,,,,
DL,11.1,B,4,28,22,26,30,,,,,,,
DL,11.1,B,3,18,29,,,,,,,,,
DL,11.1,B,2,21,27,33,,,,,,,,
DL,11.1,B,1,19,,,,,,,,,,
DL,11.1,C,6,41,45,,,,,,,,,
DL,11.1,C,5,40,36,43,,,,,,,,
DL,11.1,C,4,47,44,39,,,,,,,,
DL,11.1,C,3,38,37,,,,,,,,,
DL,11.1,C,2,35,46,42,,,,,,,,
DL,11.1,C,1,34,,,,,,,,,,
DL,11.1,D,6,53,,,,,,,,,,
DL,11.1,D,5,55,,,,,,,,,,
DL,11.1,D,4,56,57,49,58,,,,,,,
DL,11.1,D,3,54,50,48,59,60,,,,,,
DL,11.1,D,2,52,,,,,,,,,,
DL,11.1,D,1,51,,,,,,,,,,
DL,11.2,A,6,3,7,,,,,,,,,
DL,11.2,A,5,2,5,,,,,,,,,
DL,11.2,A,4,6,8,,,,,,,,,
DL,11.2,A,3,4,9,,,,,,,,,
DL,11.2,A,2,10,,,,,,,,,,
DL,11.2,A,1,11,,,,,,,,,,
DL,11.2,B,6,15,,,,,,,,,,
DL,11.2,B,5,18,16,,,,,,,,,
DL,11.2,B,4,14,17,,,,,,,,,
DL,11.2,B,3,12,13,,,,,,,,,
DL,11.2,B,2,20,21,22,,,,,,,,
DL,11.2,B,1,19,,,,,,,,,,
DL,11.2,C,6,36,26,,,,,,,,,
DL,11.2,C,5,27,23,,,,,,,,,
DL,11.2,C,4,32,28,24,,,,,,,,
DL,11.2,C,3,30,25,,,,,,,,,
DL,11.2,C,2,29,31,34,,,,,,,,
DL,11.2,C,1,35,33,,,,,,,,,
DL,11.2,D,6,40,42,,,,,,,,,
DL,11.2,D,5,37,39,38,50,51,39,49,,,,
DL,11.2,D,4,41,45,46,47,,,,,,,
DL,11.2,D,3,48,,,,,,,,,,
DL,11.2,D,2,44,53,55,,,,,,,,
DL,11.2,D,1,54,52,43,,,,,,,,
DL,12.1,A,6,5,,,,,,,,,,
DL,12.1,A,5,8,,,,,,,,,,
DL,12.1,A,4,2,3,,,,,,,,,
DL,12.1,A,3,6,,,,,,,,,,
DL,12.1,A,2,4,,,,,,,,,,
DL,12.1,A,1,7,9,10,,,,,,,,
DL,12.1,B,6,11,18,,,,,,,,,
DL,12.1,B,5,15,,,,,,,,,,
DL,12.1,B,4,16,20,,,,,,,,,
DL,12.1,B,3,13,17,,,,,,,,,
DL,12.1,B,2,14,21,,,,,,,,,
DL,12.1,B,1,12,19,,,,,,,,,
DL,12.1,C,6,22,26,,,,,,,,,
DL,12.1,C,5,24,,,,,,,,,,
DL,12.1,C,4,23,30,31,,,,,,,,
DL,12.1,C,3,27,29,,,,,,,,,
DL,12.1,C,2,25,33,,,,,,,,,
DL,12.1,C,1,34,32,28,,,,,,,,
DL,12.1,D,6,38,47,,,,,,,,,
DL,12.1,D,5,37,,,,,,,,,,
DL,12.1,D,4,40,,,,,,,,,,
DL,12.1,D,3,35,46,,,,,,,,,
DL,12.1,D,2,36,39,41,44,,,,,,,
DL,12.1,D,1,42,43,45,,,,,,,,
DL,12.2,A,6,1,7,,,,,,,,,
DL,12.2,A,5,4,,,,,,,,,,
DL,12.2,A,4,2,11,,,,,,,,,
DL,12.2,A,3,6,,,,,,,,,,
DL,12.2,A,2,3,9,,,,,,,,,
DL,12.2,A,1,5,10,8,12,,,,,,,
DL,12.2,B,6,16,14,,,,,,,,,
DL,12.2,B,5,15,,,,,,,,,,
DL,12.2,B,4,20,13,22,,,,,,,,
DL,12.2,B,3,17,18,,,,,,,,,
DL,12.2,B,2,19,,,,,,,,,,
DL,12.2,B,1,21,,,,,,,,,,
DL,12.2,C,6,26,30,,,,,,,,,
DL,12.2,C,5,23,29,32,,,,,,,,
DL,12.2,C,4,27,,,,,,,,,,
DL,12.2,C,3,28,31,,,,,,,,,
DL,12.2,C,2,35,25,,,,,,,,,
DL,12.2,C,1,34,24,33,36,,,,,,,
DL,12.2,D,6,40,,,,,,,,,,
DL,12.2,D,5,38,41,,,,,,,,,
DL,12.2,D,4,45,39,,,,,,,,,
DL,12.2,D,3,42,37,,,,,,,,,
DL,12.2,D,2,44,,,,,,,,,,
DL,12.2,D,1,46,43,47,,,,,,,,
DL,13.1,A,6,5,11,,,,,,,,,
DL,13.1,A,5,1,,,,,,,,,,
DL,13.1,A,4,10,8,,,,,,,,,
DL,13.1,A,3,3,,,,,,,,,,
DL,13.1,A,2,7,9,,,,,,,,,
DL,13.1,A,1,2,4,6,12,,,,,,,
DL,13.1,B,6,15,21,,,,,,,,,
DL,13.1,B,5,22,23,,,,,,,,,
DL,13.1,B,4,19,,,,,,,,,,
DL,13.1,B,3,18,,,,,,,,,,
DL,13.1,B,2,20,14,13,16,,,,,,,
DL,13.1,B,1,17,,,,,,,,,,
DL,13.1,C,6,33,29,32,,,,,,,,
DL,13.1,C,5,31,34,24,,,,,,,,
DL,13.1,C,4,27,28,,,,,,,,,
DL,13.1,C,3,30,,,,,,,,,,
DL,13.1,C,2,25,,,,,,,,,,
DL,13.1,C,1,26,,,,,,,,,,
DL,13.1,D,6,43,,,,,,,,,,
DL,13.1,D,5,36,39,,,,,,,,,
DL,13.1,D,4,40,44,,,,,,,,,
DL,13.1,D,3,41,,,,,,,,,,
DL,13.1,D,2,38,42,45,,,,,,,,
DL,13.1,D,1,37,35,,,,,,,,,
DL,13.2,A,6,3,4,,,,,,,,,
DL,13.2,A,5,2,,,,,,,,,,
DL,13.2,A,4,6,,,,,,,,,,
DL,13.2,A,3,5,8,10,,,,,,,,
DL,13.2,A,2,9,,,,,,,,,,
DL,13.2,A,1,7,,,,,,,,,,
DL,13.2,B,6,11,,,,,,,,,,
DL,13.2,B,5,13,,,,,,,,,,
DL,13.2,B,4,12,17,,,,,,,,,
DL,13.2,B,3,15,,,,,,,,,,
DL,13.2,B,2,14,,,,,,,,,,
DL,13.2,B,1,16,,,,,,,,,,
DL,13.2,C,6,20,,,,,,,,,,
DL,13.2,C,5,19,,,,,,,,,,
DL,13.2,C,4,22,27,,,,,,,,,
DL,13.2,C,3,24,,,,,,,,,,
DL,13.2,C,2,21,23,26,28,18,,,,,,
DL,13.2,C,1,25,,,,,,,,,,
DL,13.2,D,6,33,32,,,,,,,,,
DL,13.2,D,5,29,34,36,38,,,,,,,
DL,13.2,D,4,35,,,,,,,,,,
DL,13.2,D,3,43,39,,,,,,,,,
DL,13.2,D,2,44,40,42,31,30,,,,,,
DL,13.2,D,1,41,37,,,,,,,,,
DL,14.1,A,6,7,5,,,,,,,,,
DL,14.1,A,5,1,11,,,,,,,,,
DL,14.1,A,4,6,,,,,,,,,,
DL,14.1,A,3,9,4,,,,,,,,,
DL,14.1,A,2,3,,,,,,,,,,
DL,14.1,A,1,2,8,10,,,,,,,,
DL,14.1,B,6,20,,,,,,,,,,
DL,14.1,B,5,17,13,,,,,,,,,
DL,14.1,B,4,18,,,,,,,,,,
DL,14.1,B,3,22,,,,,,,,,,
DL,14.1,B,2,14,16,,,,,,,,,
DL,14.1,B,1,15,19,21,12,,,,,,,
DL,14.1,C,6,25,28,30,,,,,,,,
DL,14.1,C,5,27,,,,,,,,,,
DL,14.1,C,4,24,31,26,,,,,,,,
DL,14.1,C,3,29,,,,,,,,,,
DL,14.1,C,2,32,,,,,,,,,,
DL,14.1,C,1,23,,,,,,,,,,
DL,14.1,D,6,36,41,,,,,,,,,
DL,14.1,D,5,40,47,46,,,,,,,,
DL,14.1,D,4,33,34,39,42,43,45,,,,,
DL,14.1,D,3,35,,,,,,,,,,
DL,14.1,D,2,38,,,,,,,,,,
DL,14.1,D,1,37,44,,,,,,,,,
DL,14.2,A,6,7,9,11,,,,,,,,
DL,14.2,A,5,6,8,12,,,,,,,,
DL,14.2,A,4,4,3,10,,,,,,,,
DL,14.2,A,3,13,,,,,,,,,,
DL,14.2,A,2,5,,,,,,,,,,
DL,14.2,A,1,2,,,,,,,,,,
DL,14.2,B,6,19,26,,,,,,,,,
DL,14.2,B,5,14,17,28,29,,,,,,,
DL,14.2,B,4,20,25,,,,,,,,,
DL,14.2,B,3,18,27,,,,,,,,,
DL,14.2,B,2,15,21,24,,,,,,,,
DL,14.2,B,1,22,23,16,,,,,,,,
DL,14.2,C,6,31,33,,,,,,,,,
DL,14.2,C,5,34,,,,,,,,,,
DL,14.2,C,4,37,38,,,,,,,,,
DL,14.2,C,3,36,30,,,,,,,,,
DL,14.2,C,2,34,,,,,,,,,,
DL,14.2,C,1,32,,,,,,,,,,
DL,14.2,D,6,48,49,43,52,,,,,,,
DL,14.2,D,5,40,45,39,,,,,,,,
DL,14.2,D,4,44,,,,,,,,,,
DL,14.2,D,3,47,46,50,,,,,,,,
DL,14.2,D,2,42,,,,,,,,,,
DL,14.2,D,1,41,51,,,,,,,,,
DL,15.1,A,6,5,,,,,,,,,,
DL,15.1,A,5,2,12,,,,,,,,,
DL,15.1,A,4,8,10,14,,,,,,,,
DL,15.1,A,3,9,13,,,,,,,,,
DL,15.1,A,2,11,7,,,,,,,,,
DL,15.1,A,1,34,6,,,,,,,,,
DL,15.1,B,6,15,24,,,,,,,,,
DL,15.1,B,5,19,25,,,,,,,,,
DL,15.1,B,4,26,18,,,,,,,,,
DL,15.1,B,3,17,23,,,,,,,,,
DL,15.1,B,2,20,22,,,,,,,,,
DL,15.1,B,1,21,16,,,,,,,,,
DL,15.1,C,6,27,32,31,28,38,44,45,46,,,
DL,15.1,C,5,29,43,42,,,,,,,,
DL,15.1,C,4,34,40,,,,,,,,,
DL,15.1,C,3,36,30,39,37,,,,,,,
DL,15.1,C,2,33,,,,,,,,,,
DL,15.1,C,1,41,35,,,,,,,,,
DL,15.1,D,6,47,,,,,,,,,,
DL,15.1,D,5,58,55,53,,,,,,,,
DL,15.1,D,4,49,57,60,61,,,,,,,
DL,15.1,D,3,52,56,,,,,,,,,
DL,15.1,D,2,51,54,48,62,,,,,,,
DL,15.1,D,1,50,59,,,,,,,,,
DL,15.2,A,6,1,,,,,,,,,,
DL,15.2,A,5,4,,,,,,,,,,
DL,15.2,A,4,3,2,,,,,,,,,
DL,15.2,A,3,6,9,,,,,,,,,
DL,15.2,A,2,7,,,,,,,,,,
DL,15.2,A,1,5,8,,,,,,,,,
DL,15.2,B,6,12,19,23,,,,,,,,
DL,15.2,B,5,14,13,,,,,,,,,
DL,15.2,B,4,20,15,,,,,,,,,
DL,15.2,B,3,16,21,,,,,,,,,
DL,15.2,B,2,22,17,11,10,,,,,,,
DL,15.2,B,1,18,,,,,,,,,,
DL,15.2,C,6,28,26,34,33,35,,,,,,
DL,15.2,C,5,27,,,,,,,,,,
DL,15.2,C,4,29,,,,,,,,,,
DL,15.2,C,3,31,37,,,,,,,,,
DL,15.2,C,2,32,25,24,,,,,,,,
DL,15.2,C,1,36,30,38,,,,,,,,
DL,15.2,D,6,39,40,41,43,42,50,53,58,59,60,
DL,15.2,D,5,49,,,,,,,,,,
DL,15.2,D,4,47,,,,,,,,,,
DL,15.2,D,3,45,52,56,,,,,,,,
DL,15.2,D,2,44,48,51,54,55,,,,,,
DL,15.2,D,1,46,57,,,,,,,,,
MG,16.1,A,1,5,10,12,,,,,,,,
MG,16.1,A,2,9,8,,,,,,,,,
MG,16.1,A,3,7,,,52,,,,,,,
MG,16.1,A,4,6,,,48,,,,,,,
MG,16.1,A,5,3,11,,49,,,,,,,
MG,16.1,A,6,4,,,,,,,,,,
MG,16.1,B,1,18,,,,,,,,,,
MG,16.1,B,2,16,,,,,,,,,,
MG,16.1,B,3,21,19,14,,,,,,,,
MG,16.1,B,4,17,,,,,,,,,,
MG,16.1,B,5,20,,,,,,,,,,
MG,16.1,B,6,15,,,,,,,,,,
MG,16.1,C,1,34,31,35,,,,,,,,
MG,16.1,C,2,24,32,,,,,,,,,
MG,16.1,C,3,22,25,28,,,,,,,,
MG,16.1,C,4,23,33,30,26,36,,,,,,
MG,16.1,C,5,27,,,,,,,,,,
MG,16.1,C,6,29,,,,,,,,,,
MG,16.1,D,1,41,51,,,,,,,,,
MG,16.1,D,2,46,53,,,,,,,,,
MG,16.1,D,3,40,44,47,,,,,,,,
MG,16.1,D,4,50,43,42,,,,,,,,
MG,16.1,D,5,39,45,38,,,,,,,,
MG,16.1,D,6,37,,,,,,,,,,
MG,16.2,A,1,8,,,,,,,,,,
MG,16.2,A,2,3,,,,,,,,,,
MG,16.2,A,3,9,7,,,,,,,,,
MG,16.2,A,4,6,,,,,,,,,,
MG,16.2,A,5,4,5,11,12,,,,,,,
MG,16.2,A,6,2,10,,,,,,,,,
MG,16.2,B,1,17,,,,,,,,,,
MG,16.2,B,2,18,20,,,,,,,,,
MG,16.2,B,3,22,23,21,13,,,,,,,
MG,16.2,B,4,14,16,,,,,,,,,
MG,16.2,B,5,19,,,,,,,,,,
MG,16.2,B,6,15,,,,,,,,,,
MG,16.2,C,1,33,,,,,,,,,,
MG,16.2,C,2,36,39,,,,,,,,,
MG,16.2,C,3,27,32,40,43,,,,,,,
MG,16.2,C,4,24,28,35,37,42,,,,,,
MG,16.2,C,5,31,26,34,,,,,,,,
MG,16.2,C,6,25,29,30,38,41,,,,,,
MG,16.2,D,1,53,54,,,,,,,,,
MG,16.2,D,2,49,,,,,,,,,,
MG,16.2,D,3,47,52,56,,,,,,,,
MG,16.2,D,4,46,50,55,,,,,,,,
MG,16.2,D,5,45,51,,,,,,,,,
MG,16.2,D,6,48,57,,,,,,,,,
MG,17.1,A,1,9,11,,,,,,,,,
MG,17.1,A,2,2,5,10,14,12,,,,,,
MG,17.1,A,3,3,7,,,,,,,,,
MG,17.1,A,4,6,,,,,,,,,,
MG,17.1,A,5,4,,,,,,,,,,
MG,17.1,A,6,8,13,,,,,,,,,
MG,17.1,B,1,26,24,,,,,,,,,
MG,17.1,B,2,15,21,27,,,,,,,,
MG,17.1,B,3,17,20,23,,,,,,,,
MG,17.1,B,4,18,16,22,28,,,,,,,
MG,17.1,B,5,25,,,,,,,,,,
MG,17.1,B,6,19,,,,,,,,,,
MG,17.1,C,1,42,39,,,,,,,,,
MG,17.1,C,2,30,29,35,34,31,41,40,44,,,
MG,17.1,C,3,43,37,33,,,,,,,,
MG,17.1,C,4,38,,,,,,,,,,
MG,17.1,C,5,36,,,,,,,,,,
MG,17.1,C,6,32,,,,,,,,,,
MG,17.1,D,1,53,,,,,,,,,,
MG,17.1,D,2,48,55,,,,,,,,,
MG,17.1,D,3,45,50,,,,,,,,,
MG,17.1,D,4,54,49,,,,,,,,,
MG,17.1,D,5,52,47,,,,,,,,,
MG,17.1,D,6,51,46,56,,,,,,,,
MG,17.2,A,1,6,,,,,,,,,,
MG,17.2,A,2,2,,,,,,,,,,
MG,17.2,A,3,4,,,,,,,,,,
MG,17.2,A,4,3,7,,,,,,,,,
MG,17.2,A,5,1,5,,,,,,,,,
MG,17.2,A,6,,,,,,,,,,,
MG,17.2,B,1,16,,,,,,,,,,
MG,17.2,B,2,14,,,,,,,,,,
MG,17.2,B,3,8,18,10,20,,,,,,,
MG,17.2,B,4,15,12,,,,,,,,,
MG,17.2,B,5,13,19,17,,,,,,,,
MG,17.2,B,6,11,9,,,,,,,,,
MG,17.2,C,1,26,27,,,,,,,,,
MG,17.2,C,2,28,,,,,,,,,,
MG,17.2,C,3,24,,,,,,,,,,
MG,17.2,C,4,23,,,,,,,,,,
MG,17.2,C,5,22,25,,,,,,,,,
MG,17.2,C,6,21,,,,,,,,,,
MG,17.2,D,1,30,31,38,,,,,,,,
MG,17.2,D,2,29,,,,,,,,,,
MG,17.2,D,3,36,,,,,,,,,,
MG,17.2,D,4,33,37,35,39,,,,,,,
MG,17.2,D,5,34,,,,,,,,,,
MG,17.2,D,6,32,,,,,,,,,,
MG,18.1,A,1,8,,,,,,,,,,
MG,18.1,A,2,13,,,,,,,,,,
MG,18.1,A,3,16,12,14,11,3,,,,,,
MG,18.1,A,4,9,,,,,,,,,,
MG,18.1,A,5,6,7,17,,,,,,,,
MG,18.1,A,6,4,5,10,15,,,,,,,
MG,18.1,B,1,20,,,,,,,,,,
MG,18.1,B,2,18,21,,,,,,,,,
MG,18.1,B,3,24,27,,,,,,,,,
MG,18.1,B,4,19,,,,,,,,,,
MG,18.1,B,5,22,25,,,,,,,,,
MG,18.1,B,6,26,23,,,,,,,,,
MG,18.1,C,1,33,,,,,,,,,,
MG,18.1,C,2,41,32,30,43,42,,,,,,
MG,18.1,C,3,38,36,,,,,,,,,
MG,18.1,C,4,35,,,,,,,,,,
MG,18.1,C,5,34,,,,,,,,,,
MG,18.1,C,6,31,37,,,,,,,,,
MG,18.1,D,1,50,51,,,,,,,,,
MG,18.1,D,2,46,,,,,,,,,,
MG,18.1,D,3,49,,,,,,,,,,
MG,18.1,D,4,45,52,,,,,,,,,
MG,18.1,D,5,47,,,,,,,,,,
MG,18.1,D,6,48,,,,,,,,,,
MG,18.2,A,1,8,,,,,,,,,,
MG,18.2,A,2,9,11,13,,,,,,,,
MG,18.2,A,3,3,7,14,,,,,,,,
MG,18.2,A,4,2,10,,,,,,,,,
MG,18.2,A,5,5,12,,,,,,,,,
MG,18.2,A,6,4,6,,,,,,,,,
MG,18.2,B,1,20,,,,,,,,,,
MG,18.2,B,2,22,24,,,,,,,,,
MG,18.2,B,3,19,,,,,,,,,,
MG,18.2,B,4,21,,,,,,,,,,
MG,18.2,B,5,15,,,,,,,,,,
MG,18.2,B,6,16,18,17,23,,,,,,,
MG,18.2,C,1,30,35,,,,,,,,,
MG,18.2,C,2,33,36,32,34,39,,,,,,
MG,18.2,C,3,28,38,,,,,,,,,
MG,18.2,C,4,31,26,,,,,,,,,
MG,18.2,C,5,29,,,,,,,,,,
MG,18.2,C,6,25,27,37,,,,,,,,
MG,18.2,D,1,45,,,,,,,,,,
MG,18.2,D,2,42,51,52,48,,,,,,,
MG,18.2,D,3,47,,,,,,,,,,
MG,18.2,D,4,44,50,,,,,,,,,
MG,18.2,D,5,41,,,,,,,,,,
MG,18.2,D,6,43,49,46,,,,,,,,
MG,19.1,A,1,7,,,,,,,,,,
MG,19.1,A,2,5,,,,,,,,,,
MG,19.1,A,3,6,,,,,,,,,,
MG,19.1,A,4,4,,,,,,,,,,
MG,19.1,A,5,3,,,,,,,,,,
MG,19.1,A,6,2,8,,,,,,,,,
MG,19.1,B,1,17,16,,,,,,,,,
MG,19.1,B,2,14,,,,,,,,,,
MG,19.1,B,3,13,,,,,,,,,,
MG,19.1,B,4,12,15,19,,,,,,,,
MG,19.1,B,5,11,,,,,,,,,,
MG,19.1,B,6,9,10,18,,,,,,,,
MG,19.1,C,1,26,,,,,,,,,,
MG,19.1,C,2,24,,,,,,,,,,
MG,19.1,C,3,25,,,,,,,,,,
MG,19.1,C,4,22,23,,,,,,,,,
MG,19.1,C,5,21,,,,,,,,,,
MG,19.1,C,6,20,,,,,,,,,,
MG,19.1,D,1,37,,,,,,,,,,
MG,19.1,D,2,35,,,,,,,,,,
MG,19.1,D,3,34,,,,,,,,,,
MG,19.1,D,4,29,31,36,,,,,,,,
MG,19.1,D,5,32,30,,,,,,,,,
MG,19.1,D,6,33,28,,,,,,,,,
MG,19.2,A,1,7,,,,,,,,,,
MG,19.2,A,2,8,,,,,,,,,,
MG,19.2,A,3,5,,,,,,,,,,
MG,19.2,A,4,6,2,10,,,,,,,,
MG,19.2,A,5,9,3,,,,,,,,,
MG,19.2,A,6,4,,,,,,,,,,
MG,19.2,B,1,17,26,28,,,,,,,,
MG,19.2,B,2,25,22,,,,,,,,,
MG,19.2,B,3,21,27,,,,,,,,,
MG,19.2,B,4,13,14,19,23,24,,,,,,
MG,19.2,B,5,20,15,18,,,,,,,,
MG,19.2,B,6,12,16,,,,,,,,,
MG,19.2,C,1,38,36,40,,,,,,,,
MG,19.2,C,2,,,,,,,,,,,
MG,19.2,C,3,33,39,,,,,,,,,
MG,19.2,C,4,34,32,41,,,,,,,,
MG,19.2,C,5,29,35,32,30,,,,,,,
MG,19.2,C,6,31,,,,,,,,,,
MG,19.2,D,1,44,49,,,,,,,,,
MG,19.2,D,2,50,,,,,,,,,,
MG,19.2,D,3,47,,,,,,,,,,
MG,19.2,D,4,46,43,51,,,,,,,,
MG,19.2,D,5,42,48,52,,,,,,,,
MG,19.2,D,6,45,,,,,,,,,,
MG,20.1,A,1,3,,,,,,,,,,
MG,20.1,A,2,6,,,,,,,,,,
MG,20.1,A,3,8,,,,,,,,,,
MG,20.1,A,4,7,,,,,,,,,,
MG,20.1,A,5,4,9,,,,,,,,,
MG,20.1,A,6,5,,,,,,,,,,
MG,20.1,B,1,10,,,,,,,,,,
MG,20.1,B,2,11,16,,,,,,,,,
MG,20.1,B,3,15,,,,,,,,,,
MG,20.1,B,4,13,,,,,,,,,,
MG,20.1,B,5,12,,,,,,,,,,
MG,20.1,B,6,14,,,,,,,,,,
MG,20.1,C,1,18,,,,,,,,,,
MG,20.1,C,2,22,,,,,,,,,,
MG,20.1,C,3,19,25,,,,,,,,,
MG,20.1,C,4,21,,,,,,,,,,
MG,20.1,C,5,20,,,,,,,,,,
MG,20.1,C,6,17,23,24,,,,,,,,
MG,20.1,D,1,26,,,,,,,,,,
MG,20.1,D,2,29,,,,,,,,,,
MG,20.1,D,3,27,,,,,,,,,,
MG,20.1,D,4,31,,,,,,,,,,
MG,20.1,D,5,30,32,,,,,,,,,
MG,20.1,D,6,28,,,,,,,,,,
MG,20.2,A,1,10,,,,,,,,,,
MG,20.2,A,2,5,9,11,,,,,,,,
MG,20.2,A,3,3,8,13,,,,,,,,
MG,20.2,A,4,7,12,,,,,,,,,
MG,20.2,A,5,4,,,,,,,,,,
MG,20.2,A,6,6,,,,,,,,,,
MG,20.2,B,1,20,,,,,,,,,,
MG,20.2,B,2,18,,,,,,,,,,
MG,20.2,B,3,21,17,,,,,,,,,
MG,20.2,B,4,16,,,,,,,,,,
MG,20.2,B,5,14,19,,,,,,,,,
MG,20.2,B,6,15,,,,,,,,,,
MG,20.2,C,1,26,,,,,,,,,,
MG,20.2,C,2,32,,,,,,,,,,
MG,20.2,C,3,22,,,,,,,,,,
MG,20.2,C,4,25,30,,,,,,,,,
MG,20.2,C,5,23,27,,,,,,,,,
MG,20.2,C,6,24,28,,,,,,,,,
MG,20.2,D,1,33,,,,,,,,,,
MG,20.2,D,2,40,,,,,,,,,,
MG,20.2,D,3,38,36,,,,,,,,,
MG,20.2,D,4,37,43,,,,,,,,,
MG,20.2,D,5,39,42,,,,,,,,,
MG,20.2,D,6,35,34,41,,,,,,,,
MG,21.1,A,1,15,13,,,,,,,,,
MG,21.1,A,2,7,,,,,,,,,,
MG,21.1,A,3,14,8,,,,,,,,,
MG,21.1,A,4,3,9,,,,,,,,,
MG,21.1,A,5,2,5,,,,,,,,,
MG,21.1,A,6,4,6,11,12,10,,,,,,
MG,21.1,B,1,24,27,,,,,,,,,
MG,21.1,B,2,20,,,,,,,,,,
MG,21.1,B,3,19,25,29,,,,,,,,
MG,21.1,B,4,23,22,,,,,,,,,
MG,21.1,B,5,18,28,26,,,,,,,,
MG,21.1,B,6,17,16,21,,,,,,,,
MG,21.1,C,1,31,,,,,,,,,,
MG,21.1,C,2,36,,,,,,,,,,
MG,21.1,C,3,32,41,,,,,,,,,
MG,21.1,C,4,37,34,,,,,,,,,
MG,21.1,C,5,35,33,40,,,,,,,,
MG,21.1,C,6,30,38,,,,,,,,,
MG,21.1,D,1,44,48,,,,,,,,,
MG,21.1,D,2,49,,,,,,,,,,
MG,21.1,D,3,50,47,,,,,,,,,
MG,21.1,D,4,46,51,,,,,,,,,
MG,21.1,D,5,43,45,53,,,,,,,,
MG,21.1,D,6,42,52,,,,,,,,,
MG,21.2,A,1,,,,,,,,,,,
MG,21.2,A,2,7,,,,,,,,,,
MG,21.2,A,3,1,13,12,15,9,,,,,,
MG,21.2,A,4,6,10,,,,,,,,,
MG,21.2,A,5,2,8,14,,,,,,,,
MG,21.2,A,6,3,4,5,11,,,,,,,
MG,21.2,B,1,19,27,,,,,,,,,
MG,21.2,B,2,24,,,,,,,,,,
MG,21.2,B,3,22,17,,,,,,,,,
MG,21.2,B,4,20,25,,,,,,,,,
MG,21.2,B,5,23,21,,,,,,,,,
MG,21.2,B,6,18,26,16,,,,,,,,
MG,21.2,C,1,33,38,,,,,,,,,
MG,21.2,C,2,36,,,,,,,,,,
MG,21.2,C,3,30,35,,,,,,,,,
MG,21.2,C,4,32,37,,,,,,,,,
MG,21.2,C,5,31,,,,,,,,,,
MG,21.2,C,6,29,28,39,34,,,,,,,
MG,21.2,D,1,40,,,,,,,,,,
MG,21.2,D,2,44,43,,,,,,,,,
MG,21.2,D,3,45,49,,,,,,,,,
MG,21.2,D,4,46,,,,,,,,,,
MG,21.2,D,5,41,48,,,,,,,,,
MG,21.2,D,6,47,42,,,,,,,,,
MG,22.1,A,1,8,2,,,,,,,,,
MG,22.1,A,2,6,11,10,,,,,,,,
MG,22.1,A,3,3,,,,,,,,,,
MG,22.1,A,4,4,9,,,,,,,,,
MG,22.1,A,5,7,,,,,,,,,,
MG,22.1,A,6,1,5,,,,,,,,,
MG,22.1,B,1,12,,,,,,,,,,
MG,22.1,B,2,19,22,20,,,,,,,,
MG,22.1,B,3,14,18,23,,,,,,,,
MG,22.1,B,4,17,16,,,,,,,,,
MG,22.1,B,5,13,21,,,,,,,,,
MG,22.1,B,6,15,,,,,,,,,,
MG,22.1,C,1,24,33,,,,,,,,,
MG,22.1,C,2,28,32,,,,,,,,,
